Date,Close,High,Low,Open,Volume,RSI_5,RSI_10,RSI_15,ROC_10,MOM_10,CCI_20,WR_14,MACD,MACD_SIGNAL,MACD_HIST,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,VWMA_20,NVI,NVI_SIGNAL,OBV,CMF_20,MFI_14,sub_rsi,sub_momentum,sub_cci,sub_williams_r,sub_macd,sub_ma_stack,sub_vwma,sub_nvi,technical_composite,technical_score,vix_level,vix_score,dxy_score,macro_composite,macro_score,macro_multiplier,final_score,decision,initial_score,gated_score,combined_final_score,direction,forward_return
2020-10-11,2.4265780448913574,2.457566022872925,2.344921112060547,2.407366991043091,7170647,43.78619247176248,41.28003566813222,42.67115816192204,-15.185098426077758,-0.4344499111175537,-78.82921037602506,-66.14239511865111,-0.18836617962775914,-0.16649361780586044,-0.0218725618218987,2.405908632278442,2.4552818059921266,2.728804290294647,2.433564955736844,2.5044563710290686,2.6592893294727866,2.76308009102733,213.9041018407947,325.81729670761024,115743967.0,0.10736759980961999,23.49441837392108,0.37104356163638774,-0.26480502573996373,0.7882921037602506,0.5380798372883703,-0.19505504613065594,-0.6666666666666667,-1.0,-1.0,0.12445999999999996,56.223,25.0,0.0,0.14465030920587374,0.05062760822205581,52.53138041110279,1.0202510432888223,57.36157440682746,WATCH,45.88235294117647,45.88235294117647,50.47404152743687,WATCH,-0.11423169197762273
2020-10-12,2.5870718955993652,2.698638916015625,2.4158620834350586,2.426115036010742,12289969,57.60312780350147,47.92596766290739,46.545594530840944,-1.4855205686276074,-0.03901100158691406,-35.641391058856165,-43.09662040156444,-0.1705068926739437,-0.16729627277947712,-0.003210619894466582,2.4649638175964355,2.451380705833435,2.712381935119629,2.484733935691018,2.519477375496395,2.652411478627699,2.740802323633931,213.9041018407947,325.21561286424026,128033936.0,0.07921436156576007,32.368911517644534,-0.03457816662083002,-0.027058363496559122,0.35641391058856153,-0.23011265328118546,-0.031004271660703565,0.33333333333333326,-1.0,-1.0,0.05024111111111109,52.51205555555556,25.06999969482422,-0.006999969482421875,-0.0,-0.004549980163574219,49.77250099182129,0.9974975109100341,52.380644709436105,WATCH,45.88235294117647,45.88235294117647,48.48166964848032,WATCH,-0.14890536013107036
2020-10-13,2.404910087585449,2.5848910808563232,2.3481709957122803,2.5848910808563232,11415737,42.709457860304084,41.939751631367834,43.010718282687705,-5.589946540501112,-0.14239287376403809,-60.63467887546927,-60.683072493798626,-0.16910290162378638,-0.167657598548339,-0.0014453030754473795,2.4729018211364746,2.4371414184570312,2.690789592266083,2.458125986322495,2.4986469595125866,2.6288399175760566,2.7162846770695226,198.84261166760234,324.5398214139909,116618199.0,0.0855800759326875,32.20109342587175,0.3723345370940063,-0.10690675189511882,0.6063467887546927,0.3561024164599542,-0.014963228919664099,-1.0,-1.0,-1.0,0.09450374999999998,54.7251875,26.06999969482422,-0.10699996948242188,-0.257923542072358,-0.15982321988889953,42.00883900555502,0.9120972290611052,49.91469187859943,WATCH,45.29411764705882,45.29411764705882,47.14234733967506,WATCH,-0.07927243230939385
2020-10-14,2.3146350383758545,2.4366140365600586,2.2462570667266846,2.408195972442627,9436239,36.8131627849259,39.240845686624056,41.34355890411116,-8.003194966894245,-0.20135998725891113,-83.68785307355202,-70.11316882677,-0.17327723846874443,-0.1687815265324201,-0.004495711936324337,2.42785701751709,2.41700541973114,2.649885594844818,2.4102956703402816,2.465190246578635,2.5989156433665137,2.6605294619965245,191.37849621234238,323.83151649270553,107181960.0,0.03349108344146499,32.25009381331283,0.5433738770723145,-0.1638578409898425,0.8368785307355202,0.6704389608923336,-0.04873078462238268,-1.0,-1.0,-1.0,0.16383249999999996,58.191625,26.399999618530273,-0.13999996185302735,-0.09119095087172235,-0.12291680800957061,43.854159599521466,0.9323957555947362,54.25762416116054,WATCH,27.05882352941176,27.05882352941176,37.938343782111275,SELL,-0.11084040298372022
2020-10-15,2.2664361000061035,2.3357961177825928,2.203418016433716,2.3148000240325928,8332483,33.707453198648494,37.79787819792835,40.44671544259701,-14.720102786704226,-0.3912079334259033,-95.81628158033439,-71.948177611381,-0.17841799047114115,-0.1707088193201643,-0.007709171150976857,2.399926233291626,2.37788462638855,2.6037768006324766,2.362342480228889,2.429053129019993,2.5672509249512365,2.6026812398930996,187.39331488081513,323.1096212460818,98849477.0,-0.011881582201268297,33.33786647905528,0.6341325526804358,-0.32212559633053817,0.958162815803344,0.7316059203793666,-0.08647784698025134,-1.0,-1.0,-1.0,0.1227054166666667,56.13527083333334,26.969999313354492,-0.1969999313354492,-0.47864869203112503,-0.29557699757893574,35.22115012105321,0.8374326513315853,47.00950868717494,WATCH,23.529411764705884,23.529411764705884,32.92145053369351,SELL,-0.166677589452355
2020-10-16,2.149385929107666,2.2656710147857666,2.1279211044311523,2.265199899673462,13637728,26.83509936615313,34.38601144912114,38.2857691790951,-1.2344193936493775,-0.026864051818847656,-115.28419859499202,-81.9642524861625,-0.18974972729145678,-0.1745170009144228,-0.01523272637703399,2.3444878101348876,2.375198221206665,2.5545109510421753,2.2913569631884814,2.3782045472177518,2.5274542586804203,2.5438878516052745,187.39331488081513,322.3953248967909,85211749.0,-0.06556965509252512,34.55738978131487,0.8415520000938439,-0.025831287295673272,1.0,1.0,-0.1734908291299115,-1.0,-1.0,-1.0,0.2648088888888888,63.24044444444444,27.40999984741211,-0.24099998474121093,-0.40352953703703953,-0.29788532804475093,35.10573359776246,0.836163069575387,52.879324147978394,WATCH,34.705882352941174,34.705882352941174,41.975259070956064,WATCH,-0.1205032224543986
2020-10-17,2.201843023300171,2.23830509185791,2.13240909576416,2.1456360816955566,6612612,34.33500311665182,37.20839412910193,39.829389636436176,-3.924997989594581,-0.08995294570922852,-107.24382126542733,-74.13615393126946,-0.19228086711775605,-0.17806977415508946,-0.014211092962666594,2.2674420356750487,2.3662029266357423,2.5069557547569277,2.261518983225711,2.3461388155963734,2.496443664834682,2.5032861769827335,191.96676473764452,321.71245285407286,91824361.0,-0.09246001981088371,39.02212248514805,0.6437868852968347,-0.08618942508823674,1.0,0.8045384643756487,-0.16320388072356073,-1.0,-1.0,-1.0,0.21244902777777777,60.62245138888889,27.40999984741211,-0.24099998474121093,-0.40352953703703953,-0.29788532804475093,35.10573359776246,0.836163069575387,50.69025503851802,WATCH,63.26470588235294,63.26470588235294,58.23492554481898,WATCH,-0.1118109095429346
2020-10-18,2.2142670154571533,2.2488460540771484,2.1783270835876465,2.2027499675750732,6294162,36.26906404460886,37.911218841886395,40.20888981513886,-6.38219911754021,-0.15095305442810059,-94.19973704668007,-72.28213901589558,-0.19108163122990884,-0.18067214557005334,-0.0104094856598555,2.2293134212493895,2.351107621192932,2.4698352098464964,2.2457683273028586,2.3221621246619697,2.4695696982272985,2.4688634114560006,193.04994530695103,321.0423356272649,98118523.0,-0.047050093471256736,43.67203820967449,0.5935137883060978,-0.1424714797478284,0.9419973704668007,0.7427379671965193,-0.11928319864910812,-1.0,-1.0,-1.0,0.1575466666666667,57.87733333333334,27.40999984741211,-0.24099998474121093,-0.40352953703703953,-0.29788532804475093,35.10573359776246,0.836163069575387,48.39488869883787,WATCH,75.41176470588235,75.41176470588235,64.60501430306456,BUY,-0.11481544331086646
2020-10-19,2.058079957962036,2.2135119438171387,2.053210973739624,2.213371992111206,8248860,24.793610030665207,32.78535884353293,37.06051709783042,-18.968733610746558,-0.4817790985107422,-123.21312411874369,-95.58971443331576,-0.2004238569159078,-0.18462248783922425,-0.015801369076683558,2.178002405166626,2.302929711341858,2.4254175543785097,2.1832055375225847,2.274147185261982,2.4303801991544165,2.430180664085742,193.04994530695103,320.3791626204239,89869663.0,-0.07873239703463882,37.74629311360324,0.9226752337995242,-0.4353852306479735,1.0,1.0,-0.18068207930943794,-1.0,-1.0,-1.0,0.17461902777777774,58.73095138888888,29.18000030517578,-0.4180000305175781,0.058798700702866746,-0.2511204745904224,37.44397627047888,0.8618837389752676,50.61925197663024,WATCH,69.32352941176471,69.32352941176471,61.84181843771092,BUY,-0.07106231044113487
2020-10-20,1.8886719942092896,2.0978610515594482,1.8541539907455444,2.0581018924713135,13129043,17.350621416176295,28.191629149435926,33.96947515805029,-21.504516555053755,-0.5174180269241333,-168.0202776274578,-95.91253763911705,-0.21897325754571728,-0.19149264178052286,-0.02748061576519442,2.102449584007263,2.2511879086494444,2.374957352876663,2.0850276897514863,2.204060786888765,2.378788941540595,2.376964561453422,193.04994530695103,319.722826448705,76740620.0,-0.11809669977372916,37.415201529069265,1.0,-0.4802878102514814,1.0,1.0,-0.31425541854277056,-1.0,-1.0,-1.0,0.13743,56.8715,29.350000381469727,-0.43500003814697263,0.489412804476691,-0.11145554322869039,44.427222838565484,0.9386994512242203,53.38524584029824,WATCH,9.411764705882351,9.411764705882351,27.001157159648706,SELL,-0.0535894949855551
