open_time,Open,High,Low,Close,Volume
2019-09-26 10:00:00,169.72,170.43,169.72,170.25,8.23817
2019-09-26 11:00:00,170.11,170.11,169.18,169.34,7.25565
2019-09-26 12:00:00,168.65,169.43,168.65,169.4,79.01062
2019-09-26 13:00:00,165.56,166.61,164.99,166.61,3.73412
2019-09-26 14:00:00,167.0,168.05,164.83,164.83,14.84537
2019-09-26 15:00:00,166.01,166.01,158.56,159.46,16.00467
2019-09-26 16:00:00,161.4,161.4,153.07,157.64,64.65127
2019-09-26 17:00:00,159.98,160.36,159.98,160.36,1.81228
2019-09-26 18:00:00,159.75,164.83,159.45,164.27,13.09782
2019-09-26 19:00:00,164.2,164.24,163.13,163.79,4.0
2019-09-26 20:00:00,164.82,164.91,163.69,164.01,55.69503
2019-09-26 21:00:00,163.79,164.22,162.36,164.22,13.63617
2019-09-26 22:00:00,164.22,164.22,164.22,164.22,0.0
2019-09-26 23:00:00,166.33,166.77,165.92,166.69,9.70287
2019-09-27 00:00:00,166.34,166.34,164.0,164.0,127.47078
2019-09-27 01:00:00,164.35,165.37,164.04,165.37,40.10554
2019-09-27 02:00:00,165.79,165.79,164.37,164.78,19.58452
2019-09-27 03:00:00,165.11,165.58,164.99,165.18,10.8087
2019-09-27 04:00:00,165.46,165.67,164.57,164.69,18.69018
2019-09-27 05:00:00,164.7,164.7,163.91,164.54,13.803
2019-09-27 06:00:00,164.71,165.22,164.71,165.22,3.41592
2019-09-27 07:00:00,166.04,167.31,165.92,166.98,72.80528
2019-09-27 08:00:00,166.99,167.31,166.35,166.91,8.10747
2019-09-27 09:00:00,166.09,166.09,165.59,165.68,8.72068
2019-09-27 10:00:00,166.57,166.95,165.73,165.73,6.26353
2019-09-27 11:00:00,165.94,165.94,164.3,164.3,24.96509
2019-09-27 12:00:00,165.3,166.21,165.3,165.48,16.51535
2019-09-27 13:00:00,165.46,165.96,165.46,165.55,9.59194
2019-09-27 14:00:00,166.7,166.7,164.5,164.58,0.90315
2019-09-27 15:00:00,164.43,164.76,161.44,164.48,30.21074
2019-09-27 16:00:00,164.19,167.68,164.19,167.68,18.53207
2019-09-27 17:00:00,167.06,168.19,166.06,168.19,35.92794
2019-09-27 18:00:00,167.26,167.71,166.97,167.09,7.98817
2019-09-27 19:00:00,167.58,167.68,167.58,167.68,1.32537
2019-09-27 20:00:00,167.92,171.28,167.92,171.28,23.8372
2019-09-27 21:00:00,170.81,175.54,170.81,175.0,4.59729
2019-09-27 22:00:00,174.19,174.84,172.87,173.14,62.39747
2019-09-27 23:00:00,173.14,174.22,172.7,173.69,64.3495
2019-09-28 00:00:00,174.14,174.72,173.34,174.72,25.94313
2019-09-28 01:00:00,174.77,174.77,173.51,173.8,8.21376
2019-09-28 02:00:00,174.35,174.71,173.73,174.64,9.92387
2019-09-28 03:00:00,174.77,174.86,173.87,174.74,14.58205
2019-09-28 04:00:00,174.62,174.75,174.31,174.58,4.35911
2019-09-28 05:00:00,174.55,174.61,174.26,174.31,3.77362
2019-09-28 06:00:00,173.88,173.88,173.4,173.59,4.20914
2019-09-28 07:00:00,173.29,174.31,173.29,174.31,5.19522
2019-09-28 08:00:00,174.69,174.69,173.73,173.73,6.16561
2019-09-28 09:00:00,173.59,174.9,173.59,174.9,4.032
2019-09-28 10:00:00,175.05,175.05,174.0,174.24,7.87125
2019-09-28 11:00:00,174.05,174.05,172.47,172.47,13.32634
2019-09-28 12:00:00,171.51,172.23,170.57,171.29,14.87
2019-09-28 13:00:00,171.05,172.08,171.02,172.08,4.76655
2019-09-28 14:00:00,172.52,172.52,172.48,172.48,1.0
2019-09-28 15:00:00,169.59,169.84,168.43,169.69,5.23215
2019-09-28 16:00:00,170.34,173.31,170.34,173.0,5.01314
2019-09-28 17:00:00,172.73,173.48,172.73,172.97,5.5411
2019-09-28 18:00:00,174.85,174.85,173.85,173.85,3.76946
2019-09-28 19:00:00,172.99,173.06,172.99,173.06,0.74231
2019-09-28 20:00:00,172.96,174.26,172.96,174.26,2.50735
2019-09-28 21:00:00,173.45,173.45,173.45,173.45,0.12332
2019-09-28 22:00:00,171.74,174.16,171.74,172.84,7.51225
2019-09-28 23:00:00,172.84,172.84,172.84,172.84,0.0
2019-09-29 00:00:00,173.92,173.92,172.78,173.09,79.57711
2019-09-29 01:00:00,173.26,173.26,172.76,173.12,15.08773
2019-09-29 02:00:00,173.0,173.01,172.0,172.0,3.78133
2019-09-29 03:00:00,171.44,171.81,171.0,171.65,123.69151
2019-09-29 04:00:00,171.38,171.78,170.82,170.89,16.68494
2019-09-29 05:00:00,170.98,171.7,170.73,171.6,15.60423
2019-09-29 06:00:00,171.2,171.2,169.99,169.99,5.63239
2019-09-29 07:00:00,170.66,170.66,169.52,169.81,7.37737
2019-09-29 08:00:00,170.56,171.22,170.23,170.24,6.63415
2019-09-29 09:00:00,170.03,170.72,170.03,170.36,10.811
2019-09-29 10:00:00,170.73,170.73,169.71,169.71,2.80971
2019-09-29 11:00:00,170.3,170.3,168.59,169.23,62.37075
2019-09-29 12:00:00,169.36,169.45,165.96,166.82,265.10919
2019-09-29 13:00:00,166.88,167.34,166.0,166.26,74.39815
2019-09-29 14:00:00,166.24,166.92,166.24,166.41,22.46921
2019-09-29 15:00:00,165.1,167.65,165.02,167.65,72.31206
2019-09-29 16:00:00,166.87,169.82,166.87,169.74,169.10099
2019-09-29 17:00:00,169.78,169.78,168.14,168.43,148.86481
2019-09-29 18:00:00,168.76,168.79,166.45,166.45,17.12551
2019-09-29 19:00:00,167.08,167.62,166.02,167.11,32.01685
2019-09-29 20:00:00,166.82,168.78,166.45,168.62,11.84864
2019-09-29 21:00:00,168.4,169.74,168.21,169.28,21.59981
2019-09-29 22:00:00,169.56,171.72,169.54,170.74,170.4605
2019-09-29 23:00:00,171.21,171.21,169.46,169.46,10.29693
2019-09-30 00:00:00,169.4,169.94,168.94,169.54,33.29975
2019-09-30 01:00:00,169.3,169.68,168.17,169.68,18.43092
2019-09-30 02:00:00,169.49,169.52,167.88,168.2,12.26067
2019-09-30 03:00:00,168.14,168.45,167.35,168.36,10.10176
2019-09-30 04:00:00,168.43,168.51,165.61,166.19,118.6223
2019-09-30 05:00:00,166.67,167.4,166.17,166.66,147.16746
2019-09-30 06:00:00,166.18,166.67,165.67,165.67,20.80173
2019-09-30 07:00:00,166.19,167.29,166.19,166.89,4.5442
2019-09-30 08:00:00,166.89,167.8,166.89,167.8,50.80998
2019-09-30 09:00:00,167.72,173.33,167.47,173.23,84.67868
2019-09-30 10:00:00,173.08,174.78,171.58,171.93,185.40743
2019-09-30 11:00:00,172.28,173.23,172.28,173.23,7.89362
2019-09-30 12:00:00,173.02,173.37,171.75,172.21,11.11423
2019-09-30 13:00:00,172.61,174.87,172.61,174.67,23.23908
2019-09-30 14:00:00,174.32,178.03,173.91,177.11,114.70915
2019-09-30 15:00:00,177.22,178.61,177.15,178.4,139.19054
2019-09-30 16:00:00,179.91,179.91,176.75,178.12,121.0546
2019-09-30 17:00:00,178.03,178.14,176.76,177.44,19.05901
2019-09-30 18:00:00,177.53,178.57,177.51,177.51,25.76638
2019-09-30 19:00:00,177.56,177.78,177.03,177.52,17.25859
2019-09-30 20:00:00,177.8,177.8,175.56,176.48,105.69327
2019-09-30 21:00:00,176.47,177.25,176.27,177.05,35.8609
2019-09-30 22:00:00,177.51,178.49,177.17,177.17,68.10003
2019-09-30 23:00:00,177.59,181.08,177.59,180.64,87.63063
2019-10-01 00:00:00,180.43,180.43,178.47,178.74,33.01678
2019-10-01 01:00:00,178.75,181.66,178.02,181.59,115.14464
2019-10-01 02:00:00,181.57,183.98,181.54,183.86,201.07993
2019-10-01 03:00:00,183.67,185.59,182.45,182.45,133.71689
2019-10-01 04:00:00,182.81,183.67,182.32,182.6,17.93698
2019-10-01 05:00:00,182.66,182.66,181.51,182.19,7.26151
2019-10-01 06:00:00,181.45,181.73,180.55,181.1,18.65718
2019-10-01 07:00:00,180.72,180.96,179.75,180.96,17.24618
2019-10-01 08:00:00,180.83,180.83,179.01,179.63,8.51386
2019-10-01 09:00:00,179.81,179.81,177.52,178.61,21.18355
2019-10-01 10:00:00,178.68,179.82,178.54,178.66,14.20988
2019-10-01 11:00:00,178.44,180.46,178.38,180.18,9.75094
2019-10-01 12:00:00,181.18,181.95,177.82,178.66,41.7585
2019-10-01 13:00:00,177.79,180.12,177.47,179.11,102.54555
2019-10-01 14:00:00,179.41,179.69,177.85,178.25,17.62443
2019-10-01 15:00:00,177.94,179.19,176.66,179.19,12.86646
2019-10-01 16:00:00,178.26,179.82,177.76,179.04,48.17667
2019-10-01 17:00:00,179.03,179.75,173.45,174.39,100.52168
2019-10-01 18:00:00,174.83,176.45,174.24,175.53,25.40108
2019-10-01 19:00:00,174.98,176.02,174.02,176.02,111.52325
2019-10-01 20:00:00,175.99,177.38,175.02,176.98,21.95827
2019-10-01 21:00:00,177.24,177.74,175.86,176.01,19.77655
2019-10-01 22:00:00,175.86,176.77,175.21,176.64,14.17496
2019-10-01 23:00:00,176.89,177.16,175.66,175.66,31.89063
2019-10-02 00:00:00,175.83,176.75,174.89,176.47,40.31772
2019-10-02 01:00:00,176.39,177.19,176.16,176.21,28.18625
2019-10-02 02:00:00,176.2,176.55,175.28,175.59,13.13776
2019-10-02 03:00:00,175.4,175.78,175.1,175.67,8.7277
2019-10-02 04:00:00,175.42,176.06,175.06,175.06,6.26476
2019-10-02 05:00:00,175.54,175.54,173.91,174.17,25.80405
2019-10-02 06:00:00,174.02,175.01,173.98,175.0,15.1753
2019-10-02 07:00:00,175.3,175.85,175.0,175.03,12.01958
2019-10-02 08:00:00,175.09,176.49,175.09,176.2,8.22862
2019-10-02 09:00:00,176.35,176.69,175.92,176.12,8.47283
2019-10-02 10:00:00,176.15,176.29,175.3,176.27,11.54908
2019-10-02 11:00:00,176.72,177.26,176.18,177.04,9.47263
2019-10-02 12:00:00,177.14,178.34,175.86,176.11,14.90364
2019-10-02 13:00:00,176.11,176.99,175.7,176.13,13.59132
2019-10-02 14:00:00,176.49,177.0,175.41,176.19,26.21469
2019-10-02 15:00:00,176.06,176.12,174.79,175.45,23.34511
2019-10-02 16:00:00,175.14,177.89,175.14,176.62,52.51737
2019-10-02 17:00:00,176.44,176.55,175.76,176.37,10.96862
2019-10-02 18:00:00,176.64,176.98,175.96,176.18,8.20717
2019-10-02 19:00:00,176.28,177.9,176.24,177.53,15.67794
2019-10-02 20:00:00,177.26,177.26,176.69,176.81,6.62583
2019-10-02 21:00:00,177.22,177.89,177.12,177.79,20.70397
2019-10-02 22:00:00,178.01,178.74,176.92,178.49,17.40058
2019-10-02 23:00:00,178.71,181.01,178.71,180.44,31.67605
2019-10-03 00:00:00,180.58,180.58,178.98,179.43,15.63098
2019-10-03 01:00:00,179.78,179.78,178.99,179.13,6.98005
2019-10-03 02:00:00,179.4,179.62,179.1,179.49,4.82428
2019-10-03 03:00:00,179.55,179.6,179.07,179.07,92.95049
2019-10-03 04:00:00,179.33,179.84,179.12,179.12,5.12246
2019-10-03 05:00:00,178.94,179.3,178.15,178.15,6.05778
2019-10-03 06:00:00,177.85,178.26,177.74,177.75,5.95242
2019-10-03 07:00:00,177.44,177.44,176.47,177.13,84.80101
2019-10-03 08:00:00,176.86,177.79,176.53,177.79,8.45714
2019-10-03 09:00:00,177.88,177.88,176.96,177.74,5.23319
2019-10-03 10:00:00,177.67,177.74,175.54,175.81,15.66858
2019-10-03 11:00:00,175.81,176.21,175.45,176.21,5.3022
2019-10-03 12:00:00,175.75,176.63,175.75,176.2,14.24629
2019-10-03 13:00:00,176.13,176.56,175.89,175.92,11.03255
2019-10-03 14:00:00,176.01,176.01,169.99,171.67,149.87373
2019-10-03 15:00:00,172.04,172.86,171.83,172.19,12.3487
2019-10-03 16:00:00,171.54,174.21,171.54,173.71,37.9742
2019-10-03 17:00:00,173.13,173.49,172.43,172.81,13.63648
2019-10-03 18:00:00,173.01,173.17,172.28,172.53,13.13047
2019-10-03 19:00:00,172.5,172.5,170.09,172.25,59.72839
2019-10-03 20:00:00,172.46,173.05,172.17,172.6,27.6573
2019-10-03 21:00:00,172.64,173.98,172.31,173.98,18.06659
2019-10-03 22:00:00,173.49,174.92,173.44,174.91,13.47712
2019-10-03 23:00:00,174.93,175.82,174.61,174.61,35.51172
2019-10-04 00:00:00,174.91,174.91,172.81,172.81,76.20065
2019-10-04 01:00:00,173.37,173.49,172.16,173.16,72.19572
2019-10-04 02:00:00,173.06,173.73,172.46,172.46,13.54394
2019-10-04 03:00:00,172.51,173.21,172.51,172.86,17.00743
2019-10-04 04:00:00,172.76,172.76,171.18,171.18,20.10572
2019-10-04 05:00:00,171.55,173.17,170.93,173.09,6.94373
2019-10-04 06:00:00,173.49,173.55,172.8,173.46,4.61076
2019-10-04 07:00:00,173.55,174.55,173.43,174.48,15.80575
2019-10-04 08:00:00,174.24,174.24,172.35,172.56,10.69722
2019-10-04 09:00:00,172.87,173.73,172.87,173.68,14.3983
2019-10-04 10:00:00,174.6,175.27,173.93,173.93,10.07674
2019-10-04 11:00:00,174.18,175.09,173.81,175.09,12.05719
2019-10-04 12:00:00,174.91,174.91,173.82,174.23,11.61924
2019-10-04 13:00:00,174.23,175.47,174.08,175.44,32.63363
2019-10-04 14:00:00,175.83,176.0,175.0,175.41,52.44851
2019-10-04 15:00:00,175.67,176.0,174.39,175.16,17.9618
2019-10-04 16:00:00,174.59,178.31,174.59,178.07,43.84516
2019-10-04 17:00:00,177.51,177.68,176.93,177.03,18.0677
2019-10-04 18:00:00,177.36,178.13,177.14,177.25,21.46509
2019-10-04 19:00:00,177.49,177.7,177.16,177.57,14.11295
2019-10-04 20:00:00,177.93,178.94,176.95,176.95,27.11034
2019-10-04 21:00:00,176.72,176.93,175.79,176.61,29.02158
2019-10-04 22:00:00,176.87,177.0,176.17,176.77,22.93992
2019-10-04 23:00:00,176.17,176.28,175.48,175.72,74.85906
2019-10-05 00:00:00,175.01,175.78,174.41,175.22,34.89029
2019-10-05 01:00:00,174.95,175.2,174.57,174.72,10.38664
2019-10-05 02:00:00,174.73,175.81,174.72,175.6,7.42124
2019-10-05 03:00:00,175.58,175.9,175.18,175.6,80.65715
2019-10-05 04:00:00,175.86,176.35,175.78,175.99,19.48553
2019-10-05 05:00:00,176.12,176.66,175.55,175.78,69.81247
2019-10-05 06:00:00,175.57,176.34,175.15,176.12,9.63087
2019-10-05 07:00:00,176.05,176.05,175.05,175.57,3.95936
2019-10-05 08:00:00,175.06,175.29,174.26,174.73,24.9535
2019-10-05 09:00:00,174.6,174.94,173.68,174.1,10.04424
2019-10-05 10:00:00,173.9,174.76,173.63,174.45,7.87466
2019-10-05 11:00:00,174.67,174.67,174.07,174.33,5.33804
2019-10-05 12:00:00,174.09,174.09,172.49,173.01,15.32579
2019-10-05 13:00:00,172.75,173.98,172.33,173.97,23.7681
2019-10-05 14:00:00,174.05,174.24,173.23,173.23,21.14301
2019-10-05 15:00:00,173.02,176.07,173.02,176.07,23.20066
2019-10-05 16:00:00,175.96,176.31,174.18,174.92,18.97375
2019-10-05 17:00:00,175.02,175.04,173.61,173.91,5.61408
2019-10-05 18:00:00,174.03,175.21,174.0,174.12,9.34897
2019-10-05 19:00:00,174.3,175.23,174.3,174.56,7.59201
2019-10-05 20:00:00,174.23,175.07,173.7,174.68,10.74804
2019-10-05 21:00:00,174.55,176.43,174.33,176.43,7.19721
2019-10-05 22:00:00,176.26,176.38,175.63,175.63,8.6816
2019-10-05 23:00:00,175.76,176.04,175.29,176.04,8.71738
2019-10-06 00:00:00,176.25,176.63,175.64,176.28,29.56835
2019-10-06 01:00:00,176.4,176.4,174.95,175.07,8.94149
2019-10-06 02:00:00,174.77,175.36,174.5,175.01,15.25332
2019-10-06 03:00:00,175.02,175.17,174.5,174.56,11.56638
2019-10-06 04:00:00,174.67,175.41,174.51,175.41,6.42581
2019-10-06 05:00:00,175.05,175.25,174.7,175.22,25.31817
2019-10-06 06:00:00,175.1,175.38,173.71,174.17,28.11753
2019-10-06 07:00:00,173.76,174.07,173.42,173.56,33.08157
2019-10-06 08:00:00,173.11,173.63,172.25,172.25,44.27129
2019-10-06 09:00:00,172.19,173.17,172.19,173.06,15.61894
2019-10-06 10:00:00,173.06,173.13,172.68,172.93,11.16563
2019-10-06 11:00:00,172.5,174.26,172.5,173.64,18.78236
2019-10-06 12:00:00,173.64,174.2,173.03,173.6,17.03991
2019-10-06 13:00:00,173.34,173.34,170.98,171.58,29.16691
2019-10-06 14:00:00,171.58,172.32,170.71,171.98,17.60932
2019-10-06 15:00:00,171.98,173.87,171.58,173.33,50.63767
2019-10-06 16:00:00,173.51,173.67,172.49,173.0,4.75338
2019-10-06 17:00:00,172.59,173.36,172.59,172.77,1.61866
2019-10-06 18:00:00,172.46,172.83,168.06,168.51,36.43911
2019-10-06 19:00:00,168.08,169.17,167.97,169.17,7.04864
2019-10-06 20:00:00,169.26,171.04,169.15,170.65,5.46356
2019-10-06 21:00:00,170.86,171.36,170.36,171.36,4.56541
2019-10-06 22:00:00,170.77,170.89,169.59,169.59,3.21187
2019-10-06 23:00:00,169.3,170.73,168.54,170.19,7.27598
2019-10-07 00:00:00,170.07,170.42,168.9,169.6,7.40725
2019-10-07 01:00:00,169.71,169.8,168.88,169.14,7.03552
2019-10-07 02:00:00,169.61,169.63,169.06,169.06,1.84191
2019-10-07 03:00:00,169.72,172.57,169.72,171.77,11.97542
2019-10-07 04:00:00,171.85,172.17,171.12,171.16,5.49792
2019-10-07 05:00:00,171.18,171.32,170.26,171.03,6.73138
2019-10-07 06:00:00,171.21,171.21,170.18,170.78,4.00523
2019-10-07 07:00:00,171.12,171.65,171.07,171.36,4.63332
2019-10-07 08:00:00,171.82,172.84,171.82,172.32,2.34703
2019-10-07 09:00:00,172.37,173.68,172.31,173.68,6.92765
2019-10-07 10:00:00,173.61,175.55,173.61,174.5,7.69659
2019-10-07 11:00:00,175.29,175.72,174.55,174.7,13.21065
2019-10-07 12:00:00,175.18,178.19,175.09,176.92,31.38126
2019-10-07 13:00:00,177.36,178.1,176.94,177.38,31.59067
2019-10-07 14:00:00,177.23,177.49,175.78,176.6,16.12752
2019-10-07 15:00:00,176.94,177.83,176.55,177.25,27.59318
2019-10-07 16:00:00,177.5,181.87,176.64,181.11,108.36985
2019-10-07 17:00:00,181.52,181.64,180.32,181.6,24.81656
2019-10-07 18:00:00,181.54,181.75,179.55,179.92,45.03565
2019-10-07 19:00:00,179.9,180.29,179.25,180.29,20.01712
2019-10-07 20:00:00,180.42,181.18,178.59,178.82,72.01388
2019-10-07 21:00:00,178.82,180.32,178.82,179.0,61.37059
2019-10-07 22:00:00,178.93,181.49,178.93,181.49,29.09007
2019-10-07 23:00:00,181.44,181.81,179.91,179.94,116.43821
2019-10-08 00:00:00,180.89,180.91,179.72,180.48,7.14924
2019-10-08 01:00:00,180.81,184.32,180.81,184.32,21.75965
2019-10-08 02:00:00,184.26,184.56,182.7,183.01,15.84305
2019-10-08 03:00:00,182.55,182.82,181.95,182.54,101.50737
2019-10-08 04:00:00,182.27,182.98,182.0,182.07,9.34665
2019-10-08 05:00:00,182.01,182.69,181.49,182.69,9.75038
2019-10-08 06:00:00,182.71,182.71,181.91,181.93,19.90782
2019-10-08 07:00:00,181.67,181.72,180.93,180.94,7.30531
2019-10-08 08:00:00,180.89,180.89,179.6,180.44,11.87729
2019-10-08 09:00:00,180.51,180.77,179.86,180.64,4.33748
2019-10-08 10:00:00,180.77,181.26,180.21,180.21,2.26406
2019-10-08 11:00:00,180.84,181.21,180.24,180.71,8.43461
2019-10-08 12:00:00,180.21,181.53,178.85,181.12,8.2383
2019-10-08 13:00:00,181.28,181.34,179.45,179.45,6.7506
2019-10-08 14:00:00,179.45,179.52,178.04,179.25,33.03706
2019-10-08 15:00:00,179.08,179.67,178.26,178.88,13.55954
2019-10-08 16:00:00,178.76,180.18,178.74,179.0,22.06366
2019-10-08 17:00:00,179.0,179.44,178.56,179.33,23.14712
2019-10-08 18:00:00,179.35,179.54,178.95,179.33,26.79634
2019-10-08 19:00:00,179.52,179.7,178.54,178.69,32.90225
2019-10-08 20:00:00,178.68,179.19,177.43,177.96,27.20254
2019-10-08 21:00:00,177.49,178.95,177.49,178.84,19.33689
2019-10-08 22:00:00,179.01,180.71,179.0,180.66,22.25924
2019-10-08 23:00:00,180.46,181.02,179.67,180.71,15.72383
2019-10-09 00:00:00,180.56,181.72,180.56,181.48,19.3643
2019-10-09 01:00:00,181.76,181.76,180.57,180.65,8.52455
2019-10-09 02:00:00,180.13,180.52,179.6,180.44,5.01725
2019-10-09 03:00:00,180.87,180.87,179.5,179.74,9.1119
2019-10-09 04:00:00,179.49,180.04,179.44,179.88,13.72968
2019-10-09 05:00:00,179.8,180.9,179.8,180.52,10.19521
2019-10-09 06:00:00,180.3,180.96,179.98,180.63,11.93386
2019-10-09 07:00:00,180.71,181.73,180.71,180.98,130.76397
2019-10-09 08:00:00,181.27,182.25,180.75,182.25,13.07704
2019-10-09 09:00:00,182.92,182.92,181.99,182.52,17.45794
2019-10-09 10:00:00,182.63,183.91,182.3,183.9,21.35306
2019-10-09 11:00:00,183.38,183.61,182.98,183.56,6.67688
2019-10-09 12:00:00,183.56,183.56,181.68,181.81,20.29945
2019-10-09 13:00:00,182.61,187.49,182.59,187.32,28.74934
2019-10-09 14:00:00,187.48,193.13,187.48,191.08,325.91315
2019-10-09 15:00:00,191.2,191.62,189.36,190.39,68.53495
2019-10-09 16:00:00,190.61,194.73,190.43,192.04,117.48331
2019-10-09 17:00:00,192.21,192.21,190.81,191.85,16.38093
2019-10-09 18:00:00,192.18,192.85,190.09,190.56,52.78905
2019-10-09 19:00:00,190.56,192.08,190.17,191.8,144.71539
2019-10-09 20:00:00,191.44,191.99,190.85,191.96,22.95117
2019-10-09 21:00:00,192.07,192.37,190.56,190.73,5.42268
2019-10-09 22:00:00,191.09,193.85,191.07,192.9,27.31623
2019-10-09 23:00:00,193.45,195.43,192.81,192.81,27.48169
2019-10-10 00:00:00,192.82,193.78,192.35,192.41,15.01361
2019-10-10 01:00:00,192.82,193.12,192.02,192.45,40.87794
2019-10-10 02:00:00,192.41,192.48,191.54,192.3,16.03141
2019-10-10 03:00:00,192.34,193.76,192.26,192.9,39.97514
2019-10-10 04:00:00,193.18,194.18,193.06,193.33,10.05099
2019-10-10 05:00:00,193.12,193.29,192.22,192.6,21.77212
2019-10-10 06:00:00,192.03,193.41,191.89,193.18,6.56468
2019-10-10 07:00:00,192.84,193.32,192.12,192.16,8.98594
2019-10-10 08:00:00,192.31,192.31,189.95,190.14,86.19478
2019-10-10 09:00:00,189.98,189.98,188.0,189.06,24.16028
2019-10-10 10:00:00,189.0,189.14,187.03,188.79,37.27764
2019-10-10 11:00:00,189.16,190.02,189.0,189.48,66.22501
2019-10-10 12:00:00,188.75,189.16,187.62,189.01,27.09796
2019-10-10 13:00:00,188.51,191.63,188.11,191.63,29.20423
2019-10-10 14:00:00,190.84,192.2,190.33,191.45,18.7995
