symbol,timestamp,observed_utc,n_options,call_oi,put_oi,put_call_oi_ratio,oi_weighted_mark_iv,underlying_price,historical_volatility
ETH-HISTVOL,2026-08-22T21:00:00Z,,,,,,,,59.11418677893294
SOL-HISTVOL,2026-08-22T21:00:00Z,,,,,,,,56.59829515195651
BTC-HISTVOL,2026-08-22T22:00:00Z,,,,,,,,42.32768603865913
ETH-HISTVOL,2026-08-22T22:00:00Z,,,,,,,,59.12349110754519
SOL-HISTVOL,2026-08-22T22:00:00Z,,,,,,,,56.585747267482766
BTC-HISTVOL,2026-08-22T23:00:00Z,,,,,,,,42.43199595225245
ETH-HISTVOL,2026-08-22T23:00:00Z,,,,,,,,59.333124325969735
SOL-HISTVOL,2026-08-22T23:00:00Z,,,,,,,,57.19177409904374
BTC-HISTVOL,2026-08-23T00:00:00Z,,,,,,,,42.44023721917009
ETH-HISTVOL,2026-08-23T00:00:00Z,,,,,,,,59.34672725190068
SOL-HISTVOL,2026-08-23T00:00:00Z,,,,,,,,57.34252567316968
BTC-HISTVOL,2026-08-23T01:00:00Z,,,,,,,,42.44229836978868
ETH-HISTVOL,2026-08-23T01:00:00Z,,,,,,,,59.37269725910053
SOL-HISTVOL,2026-08-23T01:00:00Z,,,,,,,,57.353145558643824
BTC-HISTVOL,2026-08-23T02:00:00Z,,,,,,,,42.46794990448345
ETH-HISTVOL,2026-08-23T02:00:00Z,,,,,,,,59.39634088125598
SOL-HISTVOL,2026-08-23T02:00:00Z,,,,,,,,58.82541076062022
BTC-HISTVOL,2026-08-23T03:00:00Z,,,,,,,,42.47389766515334
ETH-HISTVOL,2026-08-23T03:00:00Z,,,,,,,,59.41744568486144
SOL-HISTVOL,2026-08-23T03:00:00Z,,,,,,,,58.84158956441933
BTC-HISTVOL,2026-08-23T04:00:00Z,,,,,,,,42.4803423531326
ETH-HISTVOL,2026-08-23T04:00:00Z,,,,,,,,59.43055267476458
SOL-HISTVOL,2026-08-23T04:00:00Z,,,,,,,,59.12543895521312
BTC-HISTVOL,2026-08-23T05:00:00Z,,,,,,,,42.48387857381999
ETH-HISTVOL,2026-08-23T05:00:00Z,,,,,,,,59.42061988867216
SOL-HISTVOL,2026-08-23T05:00:00Z,,,,,,,,59.095098081630944
BTC-HISTVOL,2026-08-23T06:00:00Z,,,,,,,,42.53272573445552
ETH-HISTVOL,2026-08-23T06:00:00Z,,,,,,,,59.848140826454696
SOL-HISTVOL,2026-08-23T06:00:00Z,,,,,,,,59.38605880369531
BTC-HISTVOL,2026-08-23T07:00:00Z,,,,,,,,42.67901469555409
ETH-HISTVOL,2026-08-23T07:00:00Z,,,,,,,,59.85888283496531
SOL-HISTVOL,2026-08-23T07:00:00Z,,,,,,,,59.4005014062788
BTC-HISTVOL,2026-08-23T08:00:00Z,,,,,,,,42.679515182680056
ETH-HISTVOL,2026-08-23T08:00:00Z,,,,,,,,59.95281500197095
SOL-HISTVOL,2026-08-23T08:00:00Z,,,,,,,,59.40079949297741
BTC-HISTVOL,2026-08-23T09:00:00Z,,,,,,,,42.68416451399772
ETH-HISTVOL,2026-08-23T09:00:00Z,,,,,,,,59.95227486274773
SOL-HISTVOL,2026-08-23T09:00:00Z,,,,,,,,59.40742378548747
BTC-HISTVOL,2026-08-23T10:00:00Z,,,,,,,,42.8013731254245
ETH-HISTVOL,2026-08-23T10:00:00Z,,,,,,,,60.15280389475804
SOL-HISTVOL,2026-08-23T10:00:00Z,,,,,,,,59.5354271661206
BTC-HISTVOL,2026-08-23T11:00:00Z,,,,,,,,42.8034407819264
ETH-HISTVOL,2026-08-23T11:00:00Z,,,,,,,,60.15133450129754
SOL-HISTVOL,2026-08-23T11:00:00Z,,,,,,,,59.53824635656322
BTC-HISTVOL,2026-08-23T12:00:00Z,,,,,,,,42.83046405551998
ETH-HISTVOL,2026-08-23T12:00:00Z,,,,,,,,60.15302362317463
SOL-HISTVOL,2026-08-23T12:00:00Z,,,,,,,,59.54395981567856
BTC-HISTVOL,2026-08-23T13:00:00Z,,,,,,,,42.95958070164807
ETH-HISTVOL,2026-08-23T13:00:00Z,,,,,,,,60.271618804048494
SOL-HISTVOL,2026-08-23T13:00:00Z,,,,,,,,59.67446030792809
BTC-HISTVOL,2026-08-23T14:00:00Z,,,,,,,,42.96277641769432
ETH-HISTVOL,2026-08-23T14:00:00Z,,,,,,,,60.28524097873376
SOL-HISTVOL,2026-08-23T14:00:00Z,,,,,,,,59.66626545539218
BTC-HISTVOL,2026-08-23T15:00:00Z,,,,,,,,42.99951794798216
ETH-HISTVOL,2026-08-23T15:00:00Z,,,,,,,,60.64333561116206
SOL-HISTVOL,2026-08-23T15:00:00Z,,,,,,,,59.80843274055544
BTC-HISTVOL,2026-08-23T16:00:00Z,,,,,,,,43.03524668145471
ETH-HISTVOL,2026-08-23T16:00:00Z,,,,,,,,60.78020703559162
SOL-HISTVOL,2026-08-23T16:00:00Z,,,,,,,,59.51157379960642
BTC-HISTVOL,2026-08-23T17:00:00Z,,,,,,,,43.034504642791696
ETH-HISTVOL,2026-08-23T17:00:00Z,,,,,,,,60.77941727208071
SOL-HISTVOL,2026-08-23T17:00:00Z,,,,,,,,59.52741388021377
BTC-HISTVOL,2026-08-23T18:00:00Z,,,,,,,,43.06951491340054
ETH-HISTVOL,2026-08-23T18:00:00Z,,,,,,,,60.829733234009424
SOL-HISTVOL,2026-08-23T18:00:00Z,,,,,,,,59.52806614068722
BTC-HISTVOL,2026-08-23T19:00:00Z,,,,,,,,43.09362420680303
ETH-HISTVOL,2026-08-23T19:00:00Z,,,,,,,,60.86539253071287
SOL-HISTVOL,2026-08-23T19:00:00Z,,,,,,,,59.54580428957934
BTC-HISTVOL,2026-08-23T20:00:00Z,,,,,,,,43.09975225708798
ETH-HISTVOL,2026-08-23T20:00:00Z,,,,,,,,60.88471979453452
SOL-HISTVOL,2026-08-23T20:00:00Z,,,,,,,,59.53098119116994
BTC-HISTVOL,2026-08-23T21:00:00Z,,,,,,,,43.0991229875711
ETH-HISTVOL,2026-08-23T21:00:00Z,,,,,,,,60.88896596928632
SOL-HISTVOL,2026-08-23T21:00:00Z,,,,,,,,59.54235212872442
BTC-HISTVOL,2026-08-23T22:00:00Z,,,,,,,,43.10113174724074
ETH-HISTVOL,2026-08-23T22:00:00Z,,,,,,,,60.89824771039753
SOL-HISTVOL,2026-08-23T22:00:00Z,,,,,,,,59.53914998578145
BTC-HISTVOL,2026-08-23T23:00:00Z,,,,,,,,43.187996081642375
ETH-HISTVOL,2026-08-23T23:00:00Z,,,,,,,,61.02990660046703
SOL-HISTVOL,2026-08-23T23:00:00Z,,,,,,,,59.55842104595323
BTC-HISTVOL,2026-08-24T00:00:00Z,,,,,,,,43.209574619321344
ETH-HISTVOL,2026-08-24T00:00:00Z,,,,,,,,61.09538446649735
