symbol,timestamp,funding_rate,funding_interval_hours
ETHUSDT,2021-02-07T16:00:00Z,0.00065683,8
SOLUSDT,2021-02-07T16:00:00Z,0.0001,8
BTCUSDT,2021-02-08T00:00:00Z,0.00059267,8
ETHUSDT,2021-02-08T00:00:00Z,0.0001,8
SOLUSDT,2021-02-08T00:00:00Z,0.00045129,8
BTCUSDT,2021-02-08T08:00:00Z,0.00057887,8
ETHUSDT,2021-02-08T08:00:00Z,0.00039877,8
SOLUSDT,2021-02-08T08:00:00Z,0.00085861,8
BTCUSDT,2021-02-08T16:00:00Z,0.00248993,8
ETHUSDT,2021-02-08T16:00:00Z,0.00284408,8
SOLUSDT,2021-02-08T16:00:00Z,0.00189272,8
BTCUSDT,2021-02-09T00:00:00Z,0.00131125,8
ETHUSDT,2021-02-09T00:00:00Z,0.00227548,8
SOLUSDT,2021-02-09T00:00:00Z,0.00209319,8
BTCUSDT,2021-02-09T08:00:00Z,0.00186573,8
ETHUSDT,2021-02-09T08:00:00Z,0.00193315,8
SOLUSDT,2021-02-09T08:00:00Z,0.00304915,8
BTCUSDT,2021-02-09T16:00:00Z,0.00161159,8
ETHUSDT,2021-02-09T16:00:00Z,0.00143234,8
SOLUSDT,2021-02-09T16:00:00Z,0.0028669,8
BTCUSDT,2021-02-10T00:00:00Z,0.00124313,8
ETHUSDT,2021-02-10T00:00:00Z,0.00156788,8
SOLUSDT,2021-02-10T00:00:00Z,0.00243443,8
BTCUSDT,2021-02-10T08:00:00Z,0.0017535,8
ETHUSDT,2021-02-10T08:00:00Z,0.00218071,8
SOLUSDT,2021-02-10T08:00:00Z,0.00332469,8
BTCUSDT,2021-02-10T16:00:00Z,0.00112397,8
ETHUSDT,2021-02-10T16:00:00Z,0.00085146,8
SOLUSDT,2021-02-10T16:00:00Z,0.00113941,8
BTCUSDT,2021-02-11T00:00:00Z,0.00076742,8
ETHUSDT,2021-02-11T00:00:00Z,0.00071884,8
SOLUSDT,2021-02-11T00:00:00Z,0.0016268,8
BTCUSDT,2021-02-11T08:00:00Z,0.0008307,8
ETHUSDT,2021-02-11T08:00:00Z,0.00065956,8
SOLUSDT,2021-02-11T08:00:00Z,0.00151791,8
BTCUSDT,2021-02-11T16:00:00Z,0.0017411,8
ETHUSDT,2021-02-11T16:00:00Z,0.00180566,8
SOLUSDT,2021-02-11T16:00:00Z,0.00128569,8
BTCUSDT,2021-02-12T00:00:00Z,0.00128772,8
ETHUSDT,2021-02-12T00:00:00Z,0.00092117,8
SOLUSDT,2021-02-12T00:00:00Z,0.00211126,8
BTCUSDT,2021-02-12T08:00:00Z,0.0012563,8
ETHUSDT,2021-02-12T08:00:00Z,0.00050482,8
SOLUSDT,2021-02-12T08:00:00Z,0.00076834,8
BTCUSDT,2021-02-12T16:00:00Z,0.00105533,8
ETHUSDT,2021-02-12T16:00:00Z,0.00153886,8
SOLUSDT,2021-02-12T16:00:00Z,0.00087438,8
BTCUSDT,2021-02-13T00:00:00Z,0.00139999,8
ETHUSDT,2021-02-13T00:00:00Z,0.00228313,8
SOLUSDT,2021-02-13T00:00:00Z,0.0026051,8
BTCUSDT,2021-02-13T08:00:00Z,0.00141609,8
ETHUSDT,2021-02-13T08:00:00Z,0.00173035,8
SOLUSDT,2021-02-13T08:00:00Z,0.00188627,8
BTCUSDT,2021-02-13T16:00:00Z,0.00075946,8
ETHUSDT,2021-02-13T16:00:00Z,0.00094692,8
SOLUSDT,2021-02-13T16:00:00Z,0.0014149,8
BTCUSDT,2021-02-14T00:00:00Z,0.00085048,8
ETHUSDT,2021-02-14T00:00:00Z,0.00110785,8
SOLUSDT,2021-02-14T00:00:00Z,0.00251514,8
BTCUSDT,2021-02-14T08:00:00Z,0.00146185,8
ETHUSDT,2021-02-14T08:00:00Z,0.00176822,8
SOLUSDT,2021-02-14T08:00:00Z,0.00252331,8
BTCUSDT,2021-02-14T16:00:00Z,0.00149489,8
ETHUSDT,2021-02-14T16:00:00Z,0.0012426,8
SOLUSDT,2021-02-14T16:00:00Z,0.00257419,8
BTCUSDT,2021-02-15T00:00:00Z,0.0011786,8
ETHUSDT,2021-02-15T00:00:00Z,0.0007946,8
SOLUSDT,2021-02-15T00:00:00Z,0.00066418,8
BTCUSDT,2021-02-15T08:00:00Z,0.00040617,8
ETHUSDT,2021-02-15T08:00:00Z,0.00013827,8
SOLUSDT,2021-02-15T08:00:00Z,0.0001,8
BTCUSDT,2021-02-15T16:00:00Z,0.00068133,8
ETHUSDT,2021-02-15T16:00:00Z,0.00081146,8
SOLUSDT,2021-02-15T16:00:00Z,0.0001,8
BTCUSDT,2021-02-16T00:00:00Z,0.000996,8
ETHUSDT,2021-02-16T00:00:00Z,0.00104485,8
SOLUSDT,2021-02-16T00:00:00Z,0.0001,8
BTCUSDT,2021-02-16T08:00:00Z,0.00123546,8
ETHUSDT,2021-02-16T08:00:00Z,0.00112937,8
SOLUSDT,2021-02-16T08:00:00Z,0.00158627,8
BTCUSDT,2021-02-16T16:00:00Z,0.00141818,8
ETHUSDT,2021-02-16T16:00:00Z,0.00114441,8
SOLUSDT,2021-02-16T16:00:00Z,0.00147931,8
BTCUSDT,2021-02-17T00:00:00Z,0.00104066,8
ETHUSDT,2021-02-17T00:00:00Z,0.00092761,8
SOLUSDT,2021-02-17T00:00:00Z,0.0001,8
BTCUSDT,2021-02-17T08:00:00Z,0.00093436,8
ETHUSDT,2021-02-17T08:00:00Z,0.00106083,8
SOLUSDT,2021-02-17T08:00:00Z,0.00100129,8
BTCUSDT,2021-02-17T16:00:00Z,0.00147112,8
ETHUSDT,2021-02-17T16:00:00Z,0.00232282,8
SOLUSDT,2021-02-17T16:00:00Z,0.00142102,8
BTCUSDT,2021-02-18T00:00:00Z,0.00132249,8
ETHUSDT,2021-02-18T00:00:00Z,0.0019495,8
SOLUSDT,2021-02-18T00:00:00Z,0.00104079,8
BTCUSDT,2021-02-18T08:00:00Z,0.00154303,8
ETHUSDT,2021-02-18T08:00:00Z,0.00202078,8
SOLUSDT,2021-02-18T08:00:00Z,0.00155495,8
BTCUSDT,2021-02-18T16:00:00Z,0.00125842,8
ETHUSDT,2021-02-18T16:00:00Z,0.00118984,8
SOLUSDT,2021-02-18T16:00:00Z,0.00083108,8
BTCUSDT,2021-02-19T00:00:00Z,0.00091255,8
ETHUSDT,2021-02-19T00:00:00Z,0.00082051,8
SOLUSDT,2021-02-19T00:00:00Z,0.00094704,8
BTCUSDT,2021-02-19T08:00:00Z,0.00084526,8
ETHUSDT,2021-02-19T08:00:00Z,0.00139773,8
SOLUSDT,2021-02-19T08:00:00Z,0.00094971,8
BTCUSDT,2021-02-19T16:00:00Z,0.00128791,8
ETHUSDT,2021-02-19T16:00:00Z,0.00169023,8
SOLUSDT,2021-02-19T16:00:00Z,0.00077114,8
BTCUSDT,2021-02-20T00:00:00Z,0.00156318,8
ETHUSDT,2021-02-20T00:00:00Z,0.00196264,8
SOLUSDT,2021-02-20T00:00:00Z,0.00134072,8
BTCUSDT,2021-02-20T08:00:00Z,0.00116465,8
ETHUSDT,2021-02-20T08:00:00Z,0.00189841,8
SOLUSDT,2021-02-20T08:00:00Z,0.00167508,8
BTCUSDT,2021-02-20T16:00:00Z,0.00122535,8
ETHUSDT,2021-02-20T16:00:00Z,0.0018588,8
SOLUSDT,2021-02-20T16:00:00Z,0.00248155,8
BTCUSDT,2021-02-21T00:00:00Z,0.00100357,8
ETHUSDT,2021-02-21T00:00:00Z,0.00051516,8
SOLUSDT,2021-02-21T00:00:00Z,0.00087849,8
BTCUSDT,2021-02-21T08:00:00Z,0.00099022,8
ETHUSDT,2021-02-21T08:00:00Z,0.0004355,8
SOLUSDT,2021-02-21T08:00:00Z,0.00097512,8
BTCUSDT,2021-02-21T16:00:00Z,0.0012582,8
ETHUSDT,2021-02-21T16:00:00Z,0.00107233,8
SOLUSDT,2021-02-21T16:00:00Z,0.00101935,8
BTCUSDT,2021-02-22T00:00:00Z,0.00117049,8
ETHUSDT,2021-02-22T00:00:00Z,0.00077647,8
SOLUSDT,2021-02-22T00:00:00Z,0.00090367,8
BTCUSDT,2021-02-22T08:00:00Z,0.00091782,8
ETHUSDT,2021-02-22T08:00:00Z,0.00047334,8
SOLUSDT,2021-02-22T08:00:00Z,0.00060976,8
BTCUSDT,2021-02-22T16:00:00Z,0.00077864,8
ETHUSDT,2021-02-22T16:00:00Z,0.00034567,8
SOLUSDT,2021-02-22T16:00:00Z,0.0001,8
BTCUSDT,2021-02-23T00:00:00Z,0.00024947,8
ETHUSDT,2021-02-23T00:00:00Z,0.0001,8
SOLUSDT,2021-02-23T00:00:00Z,-0.00114458,8
BTCUSDT,2021-02-23T08:00:00Z,0.0002962,8
ETHUSDT,2021-02-23T08:00:00Z,0.00026168,8
SOLUSDT,2021-02-23T08:00:00Z,0.0001,8
BTCUSDT,2021-02-23T16:00:00Z,0.00013281,8
ETHUSDT,2021-02-23T16:00:00Z,0.0001,8
SOLUSDT,2021-02-23T16:00:00Z,0.0001,8
BTCUSDT,2021-02-24T00:00:00Z,0.0001,8
ETHUSDT,2021-02-24T00:00:00Z,0.00013438,8
SOLUSDT,2021-02-24T00:00:00Z,0.0001,8
BTCUSDT,2021-02-24T08:00:00Z,0.00051791,8
ETHUSDT,2021-02-24T08:00:00Z,0.00039328,8
SOLUSDT,2021-02-24T08:00:00Z,0.00031868,8
BTCUSDT,2021-02-24T16:00:00Z,0.00037289,8
ETHUSDT,2021-02-24T16:00:00Z,0.00028758,8
SOLUSDT,2021-02-24T16:00:00Z,0.0001,8
BTCUSDT,2021-02-25T00:00:00Z,0.00017706,8
ETHUSDT,2021-02-25T00:00:00Z,0.0004677,8
SOLUSDT,2021-02-25T00:00:00Z,0.0001,8
BTCUSDT,2021-02-25T08:00:00Z,0.00018247,8
ETHUSDT,2021-02-25T08:00:00Z,0.00016178,8
SOLUSDT,2021-02-25T08:00:00Z,0.0001,8
BTCUSDT,2021-02-25T16:00:00Z,0.00034053,8
ETHUSDT,2021-02-25T16:00:00Z,0.0001,8
SOLUSDT,2021-02-25T16:00:00Z,0.00038425,8
BTCUSDT,2021-02-26T00:00:00Z,0.0001,8
ETHUSDT,2021-02-26T00:00:00Z,0.0001,8
SOLUSDT,2021-02-26T00:00:00Z,0.0001,8
BTCUSDT,2021-02-26T08:00:00Z,0.0001,8
ETHUSDT,2021-02-26T08:00:00Z,0.00014852,8
SOLUSDT,2021-02-26T08:00:00Z,0.0001,8
BTCUSDT,2021-02-26T16:00:00Z,0.0001,8
ETHUSDT,2021-02-26T16:00:00Z,0.00037736,8
SOLUSDT,2021-02-26T16:00:00Z,0.0001,8
BTCUSDT,2021-02-27T00:00:00Z,0.00030164,8
ETHUSDT,2021-02-27T00:00:00Z,0.00018181,8
SOLUSDT,2021-02-27T00:00:00Z,0.0001,8
BTCUSDT,2021-02-27T08:00:00Z,0.0004457,8
ETHUSDT,2021-02-27T08:00:00Z,0.0006196,8
SOLUSDT,2021-02-27T08:00:00Z,0.0001,8
BTCUSDT,2021-02-27T16:00:00Z,0.00010038,8
ETHUSDT,2021-02-27T16:00:00Z,0.0001,8
SOLUSDT,2021-02-27T16:00:00Z,0.00013802,8
BTCUSDT,2021-02-28T00:00:00Z,0.0001,8
ETHUSDT,2021-02-28T00:00:00Z,0.0001,8
SOLUSDT,2021-02-28T00:00:00Z,0.0001,8
BTCUSDT,2021-02-28T08:00:00Z,0.0001,8
ETHUSDT,2021-02-28T08:00:00Z,0.0001,8
SOLUSDT,2021-02-28T08:00:00Z,0.0001,8
BTCUSDT,2021-02-28T16:00:00Z,0.00037706,8
ETHUSDT,2021-02-28T16:00:00Z,0.0001,8
SOLUSDT,2021-02-28T16:00:00Z,0.0001,8
BTCUSDT,2021-03-01T00:00:00Z,0.00016921,8
ETHUSDT,2021-03-01T00:00:00Z,0.0001,8
SOLUSDT,2021-03-01T00:00:00Z,0.0001,8
BTCUSDT,2021-03-01T08:00:00Z,0.0001,8
ETHUSDT,2021-03-01T08:00:00Z,0.00033427,8
SOLUSDT,2021-03-01T08:00:00Z,0.00012534,8
BTCUSDT,2021-03-01T16:00:00Z,0.0001,8
ETHUSDT,2021-03-01T16:00:00Z,0.00049119,8
SOLUSDT,2021-03-01T16:00:00Z,0.00038175,8
BTCUSDT,2021-03-02T00:00:00Z,0.0001,8
ETHUSDT,2021-03-02T00:00:00Z,0.00049538,8
SOLUSDT,2021-03-02T00:00:00Z,0.00021657,8
BTCUSDT,2021-03-02T08:00:00Z,0.0001,8
ETHUSDT,2021-03-02T08:00:00Z,0.00035713,8
SOLUSDT,2021-03-02T08:00:00Z,0.00051119,8
BTCUSDT,2021-03-02T16:00:00Z,0.0001,8
ETHUSDT,2021-03-02T16:00:00Z,0.00039154,8
SOLUSDT,2021-03-02T16:00:00Z,0.00023872,8
BTCUSDT,2021-03-03T00:00:00Z,0.0001,8
ETHUSDT,2021-03-03T00:00:00Z,0.0001,8
SOLUSDT,2021-03-03T00:00:00Z,0.0007243,8
BTCUSDT,2021-03-03T08:00:00Z,0.0001,8
ETHUSDT,2021-03-03T08:00:00Z,0.0001,8
SOLUSDT,2021-03-03T08:00:00Z,0.00026329,8
BTCUSDT,2021-03-03T16:00:00Z,0.00045078,8
ETHUSDT,2021-03-03T16:00:00Z,0.00087091,8
SOLUSDT,2021-03-03T16:00:00Z,0.00096015,8
BTCUSDT,2021-03-04T00:00:00Z,0.0001,8
ETHUSDT,2021-03-04T00:00:00Z,0.00047552,8
SOLUSDT,2021-03-04T00:00:00Z,0.00017193,8
BTCUSDT,2021-03-04T08:00:00Z,0.0001,8
ETHUSDT,2021-03-04T08:00:00Z,0.00015927,8
SOLUSDT,2021-03-04T08:00:00Z,0.00048191,8
BTCUSDT,2021-03-04T16:00:00Z,0.0001,8
ETHUSDT,2021-03-04T16:00:00Z,0.00033061,8
SOLUSDT,2021-03-04T16:00:00Z,0.00058971,8
BTCUSDT,2021-03-05T00:00:00Z,0.0001,8
ETHUSDT,2021-03-05T00:00:00Z,0.00024885,8
SOLUSDT,2021-03-05T00:00:00Z,0.00018864,8
BTCUSDT,2021-03-05T08:00:00Z,0.0001,8
ETHUSDT,2021-03-05T08:00:00Z,0.00022561,8
SOLUSDT,2021-03-05T08:00:00Z,0.0001,8
BTCUSDT,2021-03-05T16:00:00Z,0.0001,8
ETHUSDT,2021-03-05T16:00:00Z,0.0001,8
SOLUSDT,2021-03-05T16:00:00Z,0.00018812,8
BTCUSDT,2021-03-06T00:00:00Z,0.0001,8
ETHUSDT,2021-03-06T00:00:00Z,0.00031476,8
SOLUSDT,2021-03-06T00:00:00Z,0.00051149,8
BTCUSDT,2021-03-06T08:00:00Z,0.0001,8
ETHUSDT,2021-03-06T08:00:00Z,0.00057512,8
SOLUSDT,2021-03-06T08:00:00Z,0.00058979,8
BTCUSDT,2021-03-06T16:00:00Z,0.0001,8
ETHUSDT,2021-03-06T16:00:00Z,0.00032891,8
SOLUSDT,2021-03-06T16:00:00Z,0.00023359,8
BTCUSDT,2021-03-07T00:00:00Z,0.0001,8
ETHUSDT,2021-03-07T00:00:00Z,0.00066496,8
SOLUSDT,2021-03-07T00:00:00Z,0.0006165,8
BTCUSDT,2021-03-07T08:00:00Z,0.0001,8
ETHUSDT,2021-03-07T08:00:00Z,0.00023263,8
SOLUSDT,2021-03-07T08:00:00Z,0.0009311,8
BTCUSDT,2021-03-07T16:00:00Z,0.00017606,8
ETHUSDT,2021-03-07T16:00:00Z,0.00056927,8
SOLUSDT,2021-03-07T16:00:00Z,0.00051022,8
BTCUSDT,2021-03-08T00:00:00Z,0.0001,8
ETHUSDT,2021-03-08T00:00:00Z,0.00011144,8
SOLUSDT,2021-03-08T00:00:00Z,0.0004945,8
BTCUSDT,2021-03-08T08:00:00Z,0.0001,8
ETHUSDT,2021-03-08T08:00:00Z,0.00045102,8
SOLUSDT,2021-03-08T08:00:00Z,0.00048468,8
BTCUSDT,2021-03-08T16:00:00Z,0.00024757,8
ETHUSDT,2021-03-08T16:00:00Z,0.00056057,8
SOLUSDT,2021-03-08T16:00:00Z,0.00127854,8
BTCUSDT,2021-03-09T00:00:00Z,0.00072419,8
ETHUSDT,2021-03-09T00:00:00Z,0.00014784,8
SOLUSDT,2021-03-09T00:00:00Z,0.00142095,8
BTCUSDT,2021-03-09T08:00:00Z,0.00041976,8
ETHUSDT,2021-03-09T08:00:00Z,0.00085203,8
SOLUSDT,2021-03-09T08:00:00Z,0.00139988,8
BTCUSDT,2021-03-09T16:00:00Z,0.00057038,8
ETHUSDT,2021-03-09T16:00:00Z,0.00101744,8
SOLUSDT,2021-03-09T16:00:00Z,0.00131768,8
BTCUSDT,2021-03-10T00:00:00Z,0.00024344,8
ETHUSDT,2021-03-10T00:00:00Z,0.00058485,8
SOLUSDT,2021-03-10T00:00:00Z,0.00167246,8
BTCUSDT,2021-03-10T08:00:00Z,0.00048586,8
ETHUSDT,2021-03-10T08:00:00Z,0.0005129,8
SOLUSDT,2021-03-10T08:00:00Z,0.00078312,8
BTCUSDT,2021-03-10T16:00:00Z,0.00056915,8
ETHUSDT,2021-03-10T16:00:00Z,0.00105856,8
SOLUSDT,2021-03-10T16:00:00Z,0.00110016,8
BTCUSDT,2021-03-11T00:00:00Z,0.00095931,8
ETHUSDT,2021-03-11T00:00:00Z,0.00079368,8
SOLUSDT,2021-03-11T00:00:00Z,0.00059116,8
BTCUSDT,2021-03-11T08:00:00Z,0.00099305,8
ETHUSDT,2021-03-11T08:00:00Z,0.00034874,8
SOLUSDT,2021-03-11T08:00:00Z,0.00064766,8
BTCUSDT,2021-03-11T16:00:00Z,0.00085439,8
ETHUSDT,2021-03-11T16:00:00Z,0.00080049,8
SOLUSDT,2021-03-11T16:00:00Z,0.00068954,8
BTCUSDT,2021-03-12T00:00:00Z,0.00102002,8
ETHUSDT,2021-03-12T00:00:00Z,0.00132622,8
SOLUSDT,2021-03-12T00:00:00Z,0.00065755,8
BTCUSDT,2021-03-12T08:00:00Z,0.00067147,8
ETHUSDT,2021-03-12T08:00:00Z,0.00072213,8
SOLUSDT,2021-03-12T08:00:00Z,0.00087095,8
BTCUSDT,2021-03-12T16:00:00Z,0.00051199,8
ETHUSDT,2021-03-12T16:00:00Z,0.00034512,8
SOLUSDT,2021-03-12T16:00:00Z,0.00056749,8
BTCUSDT,2021-03-13T00:00:00Z,0.00047834,8
ETHUSDT,2021-03-13T00:00:00Z,0.00030351,8
SOLUSDT,2021-03-13T00:00:00Z,0.00077028,8
BTCUSDT,2021-03-13T08:00:00Z,0.00060567,8
ETHUSDT,2021-03-13T08:00:00Z,0.00039972,8
SOLUSDT,2021-03-13T08:00:00Z,0.0004546,8
BTCUSDT,2021-03-13T16:00:00Z,0.00057114,8
ETHUSDT,2021-03-13T16:00:00Z,0.00155198,8
SOLUSDT,2021-03-13T16:00:00Z,0.00143906,8
BTCUSDT,2021-03-14T00:00:00Z,0.00081828,8
ETHUSDT,2021-03-14T00:00:00Z,0.00113056,8
SOLUSDT,2021-03-14T00:00:00Z,0.00115139,8
BTCUSDT,2021-03-14T08:00:00Z,0.00084593,8
ETHUSDT,2021-03-14T08:00:00Z,0.001048,8
SOLUSDT,2021-03-14T08:00:00Z,0.00123232,8
BTCUSDT,2021-03-14T16:00:00Z,0.00115069,8
ETHUSDT,2021-03-14T16:00:00Z,0.00113023,8
SOLUSDT,2021-03-14T16:00:00Z,0.00131239,8
BTCUSDT,2021-03-15T00:00:00Z,0.0008201,8
ETHUSDT,2021-03-15T00:00:00Z,0.00077413,8
SOLUSDT,2021-03-15T00:00:00Z,0.00131865,8
BTCUSDT,2021-03-15T08:00:00Z,0.0010521,8
ETHUSDT,2021-03-15T08:00:00Z,0.00081452,8
SOLUSDT,2021-03-15T08:00:00Z,0.00074456,8
BTCUSDT,2021-03-15T16:00:00Z,0.00015776,8
ETHUSDT,2021-03-15T16:00:00Z,0.00013021,8
SOLUSDT,2021-03-15T16:00:00Z,0.00089187,8
BTCUSDT,2021-03-16T00:00:00Z,0.00022573,8
ETHUSDT,2021-03-16T00:00:00Z,0.0001,8
SOLUSDT,2021-03-16T00:00:00Z,0.00091104,8
BTCUSDT,2021-03-16T08:00:00Z,0.00035862,8
ETHUSDT,2021-03-16T08:00:00Z,0.00045668,8
SOLUSDT,2021-03-16T08:00:00Z,0.00038295,8
BTCUSDT,2021-03-16T16:00:00Z,0.00040673,8
ETHUSDT,2021-03-16T16:00:00Z,0.00039653,8
SOLUSDT,2021-03-16T16:00:00Z,0.0008697,8
BTCUSDT,2021-03-17T00:00:00Z,0.00035367,8
ETHUSDT,2021-03-17T00:00:00Z,0.00064671,8
SOLUSDT,2021-03-17T00:00:00Z,0.00083967,8
BTCUSDT,2021-03-17T08:00:00Z,0.00019234,8
ETHUSDT,2021-03-17T08:00:00Z,0.00034812,8
SOLUSDT,2021-03-17T08:00:00Z,0.00114411,8
BTCUSDT,2021-03-17T16:00:00Z,0.00024575,8
ETHUSDT,2021-03-17T16:00:00Z,0.00031521,8
SOLUSDT,2021-03-17T16:00:00Z,0.00074567,8
BTCUSDT,2021-03-18T00:00:00Z,0.00030265,8
ETHUSDT,2021-03-18T00:00:00Z,0.00099682,8
SOLUSDT,2021-03-18T00:00:00Z,0.00143186,8
BTCUSDT,2021-03-18T08:00:00Z,0.00029259,8
ETHUSDT,2021-03-18T08:00:00Z,0.00067631,8
SOLUSDT,2021-03-18T08:00:00Z,0.00099333,8
BTCUSDT,2021-03-18T16:00:00Z,0.00032547,8
ETHUSDT,2021-03-18T16:00:00Z,0.00038027,8
SOLUSDT,2021-03-18T16:00:00Z,0.00185766,8
BTCUSDT,2021-03-19T00:00:00Z,0.00032006,8
ETHUSDT,2021-03-19T00:00:00Z,0.0001,8
SOLUSDT,2021-03-19T00:00:00Z,0.0002296,8
BTCUSDT,2021-03-19T08:00:00Z,0.00012887,8
ETHUSDT,2021-03-19T08:00:00Z,0.0001,8
SOLUSDT,2021-03-19T08:00:00Z,0.00044739,8
BTCUSDT,2021-03-19T16:00:00Z,0.0003326,8
ETHUSDT,2021-03-19T16:00:00Z,0.00037762,8
SOLUSDT,2021-03-19T16:00:00Z,0.00018788,8
BTCUSDT,2021-03-20T00:00:00Z,0.0004928,8
ETHUSDT,2021-03-20T00:00:00Z,0.00061811,8
SOLUSDT,2021-03-20T00:00:00Z,0.00011949,8
BTCUSDT,2021-03-20T08:00:00Z,0.00044452,8
ETHUSDT,2021-03-20T08:00:00Z,0.000511,8
SOLUSDT,2021-03-20T08:00:00Z,0.0001,8
BTCUSDT,2021-03-20T16:00:00Z,0.00048936,8
ETHUSDT,2021-03-20T16:00:00Z,0.00102646,8
SOLUSDT,2021-03-20T16:00:00Z,0.00027957,8
BTCUSDT,2021-03-21T00:00:00Z,0.00031366,8
ETHUSDT,2021-03-21T00:00:00Z,0.00068264,8
SOLUSDT,2021-03-21T00:00:00Z,0.00012712,8
BTCUSDT,2021-03-21T08:00:00Z,0.00042375,8
ETHUSDT,2021-03-21T08:00:00Z,0.0001,8
SOLUSDT,2021-03-21T08:00:00Z,0.0001,8
BTCUSDT,2021-03-21T16:00:00Z,0.0001,8
ETHUSDT,2021-03-21T16:00:00Z,0.00019064,8
SOLUSDT,2021-03-21T16:00:00Z,0.0001,8
BTCUSDT,2021-03-22T00:00:00Z,0.00051919,8
ETHUSDT,2021-03-22T00:00:00Z,0.00053821,8
SOLUSDT,2021-03-22T00:00:00Z,0.0001,8
BTCUSDT,2021-03-22T08:00:00Z,0.00045562,8
ETHUSDT,2021-03-22T08:00:00Z,0.00042754,8
SOLUSDT,2021-03-22T08:00:00Z,-0.00015996,8
BTCUSDT,2021-03-22T16:00:00Z,0.00048977,8
ETHUSDT,2021-03-22T16:00:00Z,0.00044797,8
SOLUSDT,2021-03-22T16:00:00Z,0.00018783,8
BTCUSDT,2021-03-23T00:00:00Z,0.0002421,8
ETHUSDT,2021-03-23T00:00:00Z,0.0001,8
SOLUSDT,2021-03-23T00:00:00Z,0.0001,8
BTCUSDT,2021-03-23T08:00:00Z,0.00026619,8
ETHUSDT,2021-03-23T08:00:00Z,0.00019899,8
SOLUSDT,2021-03-23T08:00:00Z,0.0001,8
BTCUSDT,2021-03-23T16:00:00Z,0.00042245,8
ETHUSDT,2021-03-23T16:00:00Z,0.0003309,8
SOLUSDT,2021-03-23T16:00:00Z,7.387e-05,8
BTCUSDT,2021-03-24T00:00:00Z,0.00053454,8
ETHUSDT,2021-03-24T00:00:00Z,0.00050608,8
SOLUSDT,2021-03-24T00:00:00Z,0.0001,8
BTCUSDT,2021-03-24T08:00:00Z,0.00016567,8
ETHUSDT,2021-03-24T08:00:00Z,0.00010655,8
SOLUSDT,2021-03-24T08:00:00Z,0.0001,8
BTCUSDT,2021-03-24T16:00:00Z,0.00026422,8
ETHUSDT,2021-03-24T16:00:00Z,0.0004169,8
SOLUSDT,2021-03-24T16:00:00Z,0.0001,8
BTCUSDT,2021-03-25T00:00:00Z,0.00011828,8
ETHUSDT,2021-03-25T00:00:00Z,0.0001,8
SOLUSDT,2021-03-25T00:00:00Z,0.0001,8
BTCUSDT,2021-03-25T08:00:00Z,0.0001,8
ETHUSDT,2021-03-25T08:00:00Z,0.0001,8
SOLUSDT,2021-03-25T08:00:00Z,0.0001,8
BTCUSDT,2021-03-25T16:00:00Z,0.0001,8
ETHUSDT,2021-03-25T16:00:00Z,0.00035938,8
SOLUSDT,2021-03-25T16:00:00Z,0.0001,8
BTCUSDT,2021-03-26T00:00:00Z,0.00016,8
ETHUSDT,2021-03-26T00:00:00Z,0.00042431,8
SOLUSDT,2021-03-26T00:00:00Z,0.0001,8
BTCUSDT,2021-03-26T08:00:00Z,0.0001,8
ETHUSDT,2021-03-26T08:00:00Z,0.0001,8
SOLUSDT,2021-03-26T08:00:00Z,0.0001,8
BTCUSDT,2021-03-26T16:00:00Z,0.0001,8
ETHUSDT,2021-03-26T16:00:00Z,0.0001,8
SOLUSDT,2021-03-26T16:00:00Z,0.00031536,8
BTCUSDT,2021-03-27T00:00:00Z,0.0001,8
ETHUSDT,2021-03-27T00:00:00Z,0.0001,8
SOLUSDT,2021-03-27T00:00:00Z,0.0001,8
BTCUSDT,2021-03-27T08:00:00Z,0.0001,8
ETHUSDT,2021-03-27T08:00:00Z,0.00015922,8
SOLUSDT,2021-03-27T08:00:00Z,0.00014263,8
BTCUSDT,2021-03-27T16:00:00Z,0.0001,8
ETHUSDT,2021-03-27T16:00:00Z,0.00034067,8
SOLUSDT,2021-03-27T16:00:00Z,0.00034532,8
BTCUSDT,2021-03-28T00:00:00Z,0.0001,8
ETHUSDT,2021-03-28T00:00:00Z,0.00025751,8
SOLUSDT,2021-03-28T00:00:00Z,0.000344,8
BTCUSDT,2021-03-28T08:00:00Z,0.0001,8
ETHUSDT,2021-03-28T08:00:00Z,0.00029541,8
SOLUSDT,2021-03-28T08:00:00Z,0.00033489,8
BTCUSDT,2021-03-28T16:00:00Z,0.0001,8
ETHUSDT,2021-03-28T16:00:00Z,0.00031424,8
SOLUSDT,2021-03-28T16:00:00Z,0.00081974,8
BTCUSDT,2021-03-29T00:00:00Z,0.0001,8
ETHUSDT,2021-03-29T00:00:00Z,0.00022015,8
SOLUSDT,2021-03-29T00:00:00Z,0.00085582,8
BTCUSDT,2021-03-29T08:00:00Z,0.0001,8
ETHUSDT,2021-03-29T08:00:00Z,0.00043803,8
SOLUSDT,2021-03-29T08:00:00Z,0.00075959,8
BTCUSDT,2021-03-29T16:00:00Z,0.00018171,8
ETHUSDT,2021-03-29T16:00:00Z,0.00084253,8
SOLUSDT,2021-03-29T16:00:00Z,0.00077512,8
BTCUSDT,2021-03-30T00:00:00Z,0.00032026,8
ETHUSDT,2021-03-30T00:00:00Z,0.00074011,8
