symbol,timestamp,observed_utc,openInterest,markPrice,indexPrice,fundingRate,fundingRatePrediction,bid,ask,bidSize,askSize,vol24h
PF_GLDXUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,3043.126,407.09195971118,406.924,0.0428667570520832,0.0274730194628706,406.9,407.2,14.996,203.0,20.426
PF_GMTUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,19230329.0,0.00733316964,0.00734,-7.0091272125e-07,-9.92710349833e-07,0.007305,0.007354,23690.0,23690.0,1443715.0
PF_GMXUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,4375.14,7.61266062898,7.6139,-0.0001132299321437,-0.0001322163663624,7.585,7.622,98.94,1.96,109.9
PF_GOATUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,1573045.0,0.01537546674,0.015341,3.521370115458e-06,4.212130821925e-06,0.0153,0.0154,78000.0,11074.0,458267.0
PF_GOOGLXUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,2129.07,339.64579419473,339.61,0.0069079128985001,0.0038497382871623,339.51,339.76,99.02,6.57,2666.98
PF_GPSUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,1599031.0,0.00958634885,0.0096034,-2.466318202922e-06,-2.595196716875e-06,0.009544,0.009635,257464.0,60000.0,403899.0
PF_GRASSUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,326120.0,0.35394948761,0.3539,1.38338618565e-05,1.5790388061e-05,0.3538,0.3544,130.0,1319.0,129306.0
PF_GRIFFAINUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,407036.0,0.01129844415,0.0112982,-2.541760084e-06,-2.965795514183e-06,0.011284,0.011344,8762.0,53400.0,450303.0
PF_GRTUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,14790068.0,0.01641322164,0.01643,-1.8904656375e-06,-1.895163053292e-06,0.01639,0.01644,162747.0,109805.0,1841024.0
PF_HBARUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,12646390.0,0.07385778439,0.073853,1.117574153667e-06,7.33338441821e-07,0.07383,0.07388,7965.0,630.0,8192421.0
PF_HFTUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,614783.0,0.00664789309,0.006663,-4.97229767955e-06,-2.245291579533e-06,0.006635,0.00668,28020.0,170000.0,5754398.0
PF_HMSTRUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,54258907.0,0.00017503294,0.00017541,-2.5858660305e-08,-4.0003470731e-08,0.0001747,0.0001754,4002867.0,3991243.0,3489402.0
PF_HOODXUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,2215.15,105.31787932588,105.301,0.0023111875423166,0.0010706422280667,105.22,105.42,9.16,9.16,2226.75
PF_HYPEUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,191611.0,83.89040390538,83.9672,-0.0050787138026083,-0.0089469550027574,83.912,83.928,18.7,2.1,240340.4
PF_ICPUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,207696.7,2.3972494665,2.39763,-1.5882998814667e-05,2.1998150606875e-05,2.395,2.398,71.7,21.1,150597.3
PF_ICXUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,296233.0,0.01076445418,0.010768,-7.02488811525e-06,-1.658921947575e-06,0.01074,0.0108,42301.0,42300.0,2122355.0
PF_IDUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,129746.0,0.03256258829,0.032508,6.022260737417e-06,4.78909630395e-06,0.03243,0.0327,24679.0,45343.0,52776.0
PF_IMXUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,539475.0,0.12481911948,0.12489,-9.813647482667e-06,-1.2014119825125e-05,0.12448,0.12516,7906.0,12500.0,70809.0
PF_INITUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,144304.0,0.05847542805,0.058525,-7.832508060533e-06,-9.004509518217e-06,0.05835,0.05861,35758.0,29000.0,72610.0
PF_INJUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,106834.8,4.91736121009,4.9154,0.000287522430675,0.000212018372957,4.915,4.92,9.4,59.3,139375.8
PF_IOSTUSD,2026-09-01T00:00:00Z,2026-09-01T02:41:53Z,1011500.0,0.00058230027,0.0005831,-7.734499527e-08,-9.4948821246e-08,0.0005802,0.0005844,1368200.0,1285000.0,327900.0
