id,rule,base,context,ticker,n_events,n,win_pct,stop_pct,net_all,net_counted,ex_best,folds_pos,folds_counted,total_R,maxDD_R,worst_streak
124,nr4+btc_above_sma200,nr4,btc_above_sma200,ETH,93,99,26.262626262626267,73.73737373737373,-0.2485959595959596,,,0,2,-24.610999999999997,33.504999999999995,10
125,nr4+lowvol,nr4,lowvol,ETH,146,162,28.39506172839506,71.60493827160494,-0.18268518518518517,-0.18268518518518514,-0.29734507042253516,1,4,-29.594999999999995,48.045,13
126,bbw_p10_expand+none,bbw_p10_expand,none,ETH,32,35,25.71428571428571,74.28571428571429,-0.2646,,,0,2,-9.261,15.184999999999999,11
127,bbw_p10_expand+above_sma200,bbw_p10_expand,above_sma200,ETH,14,16,6.25,93.75,-0.8539999999999999,,,0,1,-13.663999999999998,12.636999999999999,8
128,bbw_p10_expand+btc_above_sma200,bbw_p10_expand,btc_above_sma200,ETH,12,14,7.142857142857142,92.85714285714286,-0.8297857142857143,,,0,1,-11.617,10.590000000000002,8
129,bbw_p10_expand+lowvol,bbw_p10_expand,lowvol,ETH,31,33,24.242424242424242,75.75757575757575,-0.3085151515151514,,,0,2,-10.180999999999997,16.104999999999997,11
130,bbw_p20_expand+none,bbw_p20_expand,none,ETH,62,70,24.285714285714285,75.71428571428571,-0.30508571428571424,-0.3050857142857142,-0.4860666666666666,2,4,-21.355999999999998,31.198,26
131,bbw_p20_expand+above_sma200,bbw_p20_expand,above_sma200,ETH,36,40,10.0,90.0,-0.7347250000000001,,,0,2,-29.388999999999996,32.349,23
132,bbw_p20_expand+btc_above_sma200,bbw_p20_expand,btc_above_sma200,ETH,32,36,11.11111111111111,88.88888888888889,-0.7029999999999998,,,0,2,-25.307999999999993,28.267999999999994,19
133,bbw_p20_expand+lowvol,bbw_p20_expand,lowvol,ETH,54,61,24.59016393442623,75.40983606557377,-0.2967049180327868,-0.5271886792452829,-0.8578484848484847,1,3,-18.098999999999997,27.941,23
134,volbreak1+none,volbreak1,none,ETH,70,73,30.136986301369863,69.86301369863014,-0.11898630136986303,-0.11898630136986302,-0.24650000000000002,1,4,-8.685999999999996,18.273999999999997,14
135,volbreak1+above_sma200,volbreak1,above_sma200,ETH,32,33,21.21212121212121,78.78787878787878,-0.38784848484848483,,,0,2,-12.799,18.676000000000002,12
136,volbreak1+btc_above_sma200,volbreak1,btc_above_sma200,ETH,29,30,16.666666666666664,83.33333333333334,-0.5267000000000001,,,0,1,-15.801,20.743000000000002,13
137,volbreak1+lowvol,volbreak1,lowvol,ETH,36,36,27.77777777777778,72.22222222222221,-0.1951666666666666,,,0,2,-7.025999999999998,13.878999999999998,10
138,volbreak1.5+none,volbreak1.5,none,ETH,21,21,23.809523809523807,76.19047619047619,-0.31042857142857133,,,0,0,-6.519,12.481,8
139,volbreak1.5+above_sma200,volbreak1.5,above_sma200,ETH,11,11,9.090909090909092,90.9090909090909,-0.7533636363636362,,,0,0,-8.286999999999999,10.274999999999999,10
140,volbreak1.5+btc_above_sma200,volbreak1.5,btc_above_sma200,ETH,12,12,8.333333333333332,91.66666666666666,-0.7786666666666666,,,0,0,-9.344,11.331999999999999,11
141,volbreak1.5+lowvol,volbreak1.5,lowvol,ETH,13,13,23.076923076923077,76.92307692307693,-0.338,,,0,0,-4.394,6.382,6
142,wide_range_up+none,wide_range_up,none,ETH,30,31,29.03225806451613,70.96774193548387,-0.15096774193548385,,,0,1,-4.679999999999998,15.531999999999998,9
143,wide_range_up+above_sma200,wide_range_up,above_sma200,ETH,18,19,21.052631578947366,78.94736842105263,-0.39299999999999996,,,0,0,-7.466999999999998,13.375,13
144,wide_range_up+btc_above_sma200,wide_range_up,btc_above_sma200,ETH,16,16,12.5,87.5,-0.6510624999999999,,,0,0,-10.416999999999998,13.374999999999998,13
145,wide_range_up+lowvol,wide_range_up,lowvol,ETH,19,20,30.0,70.0,-0.12499999999999996,,,0,0,-2.4999999999999982,10.389,6
146,three_inside_up+none,three_inside_up,none,ETH,1,1,0.0,100.0,-1.025,,,0,0,-1.025,0.0,1
147,three_inside_up+above_sma200,three_inside_up,above_sma200,ETH,0,0,,,,,,0,0,,,0
148,three_inside_up+btc_above_sma200,three_inside_up,btc_above_sma200,ETH,0,0,,,,,,0,0,,,0
149,three_inside_up+lowvol,three_inside_up,lowvol,ETH,0,0,,,,,,0,0,,,0
150,vol_thrust+none,vol_thrust,none,ETH,47,53,37.735849056603776,62.264150943396224,0.10764150943396228,-0.0032045454545454348,-0.20306060606060602,1,3,5.705000000000003,10.145,10
151,vol_thrust+above_sma200,vol_thrust,above_sma200,ETH,16,18,38.88888888888889,61.111111111111114,0.14655555555555558,,,0,0,2.638,4.105,4
152,vol_thrust+btc_above_sma200,vol_thrust,btc_above_sma200,ETH,9,9,11.11111111111111,88.88888888888889,-0.6869999999999999,,,0,0,-6.183000000000001,6.106,7
153,vol_thrust+lowvol,vol_thrust,lowvol,ETH,27,32,40.625,59.375,0.18990625000000003,,,0,1,6.077000000000002,5.0840000000000005,5
154,obv_break20+none,obv_break20,none,ETH,109,119,39.49579831932773,60.50420168067227,0.15915966386554622,0.15915966386554622,0.07440789473684212,3,4,18.94,19.801,14
155,obv_break20+above_sma200,obv_break20,above_sma200,ETH,56,62,30.64516129032258,69.35483870967742,-0.1062741935483871,-0.10627419354838702,-0.2781666666666666,2,3,-6.588999999999999,25.138999999999996,14
156,obv_break20+btc_above_sma200,obv_break20,btc_above_sma200,ETH,44,49,20.408163265306122,79.59183673469387,-0.4153061224489796,-0.4153061224489796,-0.7746571428571428,1,3,-20.349999999999994,29.135999999999996,14
157,obv_break20+lowvol,obv_break20,lowvol,ETH,63,70,45.714285714285715,54.285714285714285,0.3437714285714285,0.34377142857142856,0.2474074074074074,4,4,24.064,12.402000000000001,12
158,weekly_cross10w+none,weekly_cross10w,none,ETH,10,10,50.0,50.0,0.47190000000000004,,,0,0,4.719000000000001,2.05,2
159,weekly_cross10w+above_sma200,weekly_cross10w,above_sma200,ETH,5,5,40.0,60.0,0.1720000000000001,,,0,0,0.8600000000000005,1.051,2
160,weekly_cross10w+btc_above_sma200,weekly_cross10w,btc_above_sma200,ETH,3,3,66.66666666666666,33.33333333333333,0.9636666666666667,,,0,0,2.891,1.051,1
161,weekly_cross10w+lowvol,weekly_cross10w,lowvol,ETH,8,8,50.0,50.0,0.469125,,,0,0,3.753,2.05,2
42,donchian10+none,donchian10,none,SOL,91,97,36.08247422680412,60.824742268041234,0.10916494845360825,0.10916494845360827,0.06172151898734181,3,4,10.589,17.48,13
43,donchian10+above_sma200,donchian10,above_sma200,SOL,42,45,37.77777777777778,60.0,0.14531111111111114,,,1,1,6.5390000000000015,13.228000000000002,11
44,donchian10+btc_above_sma200,donchian10,btc_above_sma200,SOL,42,45,37.77777777777778,60.0,0.14488888888888893,,,1,2,6.520000000000003,17.276000000000003,15
45,donchian10+lowvol,donchian10,lowvol,SOL,56,59,38.983050847457626,59.32203389830508,0.17503389830508476,0.19724528301886793,0.11264000000000003,2,3,10.327000000000007,14.416999999999998,11
46,donchian20+none,donchian20,none,SOL,62,69,37.68115942028986,59.42028985507246,0.1485072463768116,0.17301666666666674,0.06986842105263165,2,3,10.247000000000003,11.369000000000003,9
47,donchian20+above_sma200,donchian20,above_sma200,SOL,30,33,39.39393939393939,57.57575757575758,0.20366666666666666,,,1,1,6.721000000000002,13.195000000000002,13
48,donchian20+btc_above_sma200,donchian20,btc_above_sma200,SOL,31,34,38.23529411764706,58.82352941176471,0.16847058823529415,,,1,2,5.7280000000000015,15.209000000000003,15
49,donchian20+lowvol,donchian20,lowvol,SOL,40,44,40.909090909090914,56.81818181818182,0.2405454545454546,,,2,2,10.584000000000003,11.305000000000003,9
50,donchian55+none,donchian55,none,SOL,36,41,39.02439024390244,56.09756097560976,0.21192682926829268,,,2,2,8.689000000000002,10.164000000000003,8
51,donchian55+above_sma200,donchian55,above_sma200,SOL,19,22,50.0,45.45454545454545,0.5410454545454545,,,1,1,11.902999999999999,8.105000000000004,8
52,donchian55+btc_above_sma200,donchian55,btc_above_sma200,SOL,22,25,44.0,52.0,0.3548800000000001,,,1,1,8.871999999999998,11.136000000000005,11
53,donchian55+lowvol,donchian55,lowvol,SOL,23,26,50.0,46.15384615384615,0.5328076923076923,,,2,2,13.853000000000003,7.1,7
54,emacross9_21+none,emacross9_21,none,SOL,26,26,30.76923076923077,69.23076923076923,-0.0986923076923077,,,0,0,-2.565999999999999,10.248999999999999,6
55,emacross9_21+above_sma200,emacross9_21,above_sma200,SOL,11,11,27.27272727272727,72.72727272727273,-0.20545454545454545,,,0,0,-2.2599999999999993,3.1199999999999997,3
56,emacross9_21+btc_above_sma200,emacross9_21,btc_above_sma200,SOL,11,11,36.36363636363637,63.63636363636363,0.06654545454545455,,,0,0,0.7320000000000004,2.054,3
57,emacross9_21+lowvol,emacross9_21,lowvol,SOL,16,16,31.25,68.75,-0.08499999999999996,,,0,0,-1.3599999999999997,5.1579999999999995,4
58,emacross20_50+none,emacross20_50,none,SOL,9,9,22.22222222222222,77.77777777777779,-0.353,,,0,0,-3.177,7.0920000000000005,7
59,emacross20_50+above_sma200,emacross20_50,above_sma200,SOL,4,4,25.0,75.0,-0.266,,,0,0,-1.064,2.036,3
60,emacross20_50+btc_above_sma200,emacross20_50,btc_above_sma200,SOL,3,3,33.33333333333333,66.66666666666666,-0.016666666666666757,,,0,0,-0.050000000000000266,1.0200000000000002,2
61,emacross20_50+lowvol,emacross20_50,lowvol,SOL,4,4,0.0,100.0,-1.017,,,0,0,-4.068,3.0519999999999996,4
62,emacross50_200+none,emacross50_200,none,SOL,3,3,33.33333333333333,66.66666666666666,-0.03766666666666666,,,0,0,-0.11299999999999999,2.048,2
63,emacross50_200+above_sma200,emacross50_200,above_sma200,SOL,1,1,0.0,100.0,-1.042,,,0,0,-1.042,0.0,1
64,emacross50_200+btc_above_sma200,emacross50_200,btc_above_sma200,SOL,1,1,0.0,100.0,-1.042,,,0,0,-1.042,0.0,1
65,emacross50_200+lowvol,emacross50_200,lowvol,SOL,0,0,,,,,,0,0,,,0
66,pullback_sma100_ema10+none,pullback_sma100_ema10,none,SOL,35,38,26.31578947368421,73.68421052631578,-0.22647368421052627,-0.20505405405405402,-0.644625,1,3,-8.605999999999998,18.512999999999998,9
67,pullback_sma100_ema10+above_sma200,pullback_sma100_ema10,above_sma200,SOL,23,25,20.0,80.0,-0.4151599999999999,,,0,1,-10.379,15.318999999999999,11
68,pullback_sma100_ema10+btc_above_sma200,pullback_sma100_ema10,btc_above_sma200,SOL,25,27,18.51851851851852,81.48148148148148,-0.46270370370370373,,,0,1,-12.493,14.489,9
69,pullback_sma100_ema10+lowvol,pullback_sma100_ema10,lowvol,SOL,22,24,20.833333333333336,79.16666666666666,-0.39375,,,0,1,-9.45,12.408999999999999,7
70,pullback_sma100_ema20+none,pullback_sma100_ema20,none,SOL,31,34,32.35294117647059,67.64705882352942,-0.04947058823529407,,,0,2,-1.6819999999999977,10.215999999999998,8
71,pullback_sma100_ema20+above_sma200,pullback_sma100_ema20,above_sma200,SOL,17,18,16.666666666666664,83.33333333333334,-0.5156666666666667,,,0,1,-9.282,11.273,9
72,pullback_sma100_ema20+btc_above_sma200,pullback_sma100_ema20,btc_above_sma200,SOL,21,24,33.33333333333333,66.66666666666666,-0.020374999999999994,,,0,1,-0.4889999999999983,8.215,8
73,pullback_sma100_ema20+lowvol,pullback_sma100_ema20,lowvol,SOL,20,23,34.78260869565217,65.21739130434783,0.023043478260869606,,,1,1,0.5300000000000009,8.126,8
74,pullback_sma200_ema10+none,pullback_sma200_ema10,none,SOL,33,35,22.857142857142858,77.14285714285715,-0.3303428571428571,,,0,1,-11.562,16.502,8
75,pullback_sma200_ema10+above_sma200,pullback_sma200_ema10,above_sma200,SOL,33,35,22.857142857142858,77.14285714285715,-0.3303428571428571,,,0,1,-11.562,16.502,8
76,pullback_sma200_ema10+btc_above_sma200,pullback_sma200_ema10,btc_above_sma200,SOL,22,23,21.73913043478261,78.26086956521739,-0.366304347826087,,,0,1,-8.424999999999997,10.420999999999998,7
77,pullback_sma200_ema10+lowvol,pullback_sma200_ema10,lowvol,SOL,20,21,19.047619047619047,80.95238095238095,-0.4465238095238095,,,0,1,-9.376999999999999,11.373,6
78,pullback_sma200_ema20+none,pullback_sma200_ema20,none,SOL,22,23,21.73913043478261,78.26086956521739,-0.3660869565217391,,,0,1,-8.420000000000002,10.411000000000001,8
79,pullback_sma200_ema20+above_sma200,pullback_sma200_ema20,above_sma200,SOL,22,23,21.73913043478261,78.26086956521739,-0.3660869565217391,,,0,1,-8.420000000000002,10.411000000000001,8
80,pullback_sma200_ema20+btc_above_sma200,pullback_sma200_ema20,btc_above_sma200,SOL,14,15,26.666666666666668,73.33333333333333,-0.22226666666666653,,,0,0,-3.3339999999999987,8.288,8
81,pullback_sma200_ema20+lowvol,pullback_sma200_ema20,lowvol,SOL,12,13,30.76923076923077,69.23076923076923,-0.09853846153846144,,,0,0,-1.2809999999999995,8.161999999999999,8
82,rsi14_exit25+none,rsi14_exit25,none,SOL,7,8,62.5,37.5,0.8675,,,0,0,6.9399999999999995,3.0210000000000004,3
83,rsi14_exit25+above_sma200,rsi14_exit25,above_sma200,SOL,0,0,,,,,,0,0,,,0
84,rsi14_exit25+btc_above_sma200,rsi14_exit25,btc_above_sma200,SOL,1,1,100.0,0.0,1.983,,,0,0,1.983,0.0,0
85,rsi14_exit25+lowvol,rsi14_exit25,lowvol,SOL,1,1,100.0,0.0,2.003,,,0,0,2.003,0.0,0
86,rsi14_exit30+none,rsi14_exit30,none,SOL,15,16,43.75,56.25,0.30137500000000006,,,0,0,4.822000000000001,3.026,3
87,rsi14_exit30+above_sma200,rsi14_exit30,above_sma200,SOL,1,1,0.0,100.0,-1.014,,,0,0,-1.014,0.0,1
88,rsi14_exit30+btc_above_sma200,rsi14_exit30,btc_above_sma200,SOL,2,2,100.0,0.0,1.9905,,,0,0,3.981,0.0,0
89,rsi14_exit30+lowvol,rsi14_exit30,lowvol,SOL,3,3,66.66666666666666,33.33333333333333,0.9820000000000001,,,0,0,2.946,0.0,1
90,rsi14_exit35+none,rsi14_exit35,none,SOL,33,35,31.428571428571427,65.71428571428571,-0.025028571428571362,,,0,1,-0.8759999999999994,11.126999999999999,11
91,rsi14_exit35+above_sma200,rsi14_exit35,above_sma200,SOL,5,5,40.0,60.0,0.18240000000000006,,,0,0,0.9120000000000004,2.041,2
92,rsi14_exit35+btc_above_sma200,rsi14_exit35,btc_above_sma200,SOL,4,4,50.0,50.0,0.483,,,0,0,1.932,1.014,1
93,rsi14_exit35+lowvol,rsi14_exit35,lowvol,SOL,10,10,40.0,60.0,0.18060000000000004,,,0,0,1.8060000000000005,3.049,3
94,rsi7_cross50+none,rsi7_cross50,none,SOL,81,87,37.93103448275862,60.91954022988506,0.13827586206896558,0.13827586206896558,-0.0049999999999999455,3,4,12.029999999999998,12.321999999999997,9
95,rsi7_cross50+above_sma200,rsi7_cross50,above_sma200,SOL,28,29,20.689655172413794,79.3103448275862,-0.39555172413793105,,,0,1,-11.471,14.454,6
96,rsi7_cross50+btc_above_sma200,rsi7_cross50,btc_above_sma200,SOL,31,35,37.142857142857146,62.857142857142854,0.09354285714285719,,,1,1,3.274000000000002,6.243,4
97,rsi7_cross50+lowvol,rsi7_cross50,lowvol,SOL,45,50,36.0,64.0,0.05946000000000005,-0.06342553191489357,-0.09013793103448271,0,3,2.9729999999999954,9.578000000000003,9
98,rsi14_cross50+none,rsi14_cross50,none,SOL,54,56,30.357142857142854,67.85714285714286,-0.07637499999999998,-0.1260212765957447,-0.36009375,1,3,-4.276999999999997,14.546999999999997,8
99,rsi14_cross50+above_sma200,rsi14_cross50,above_sma200,SOL,20,21,23.809523809523807,76.19047619047619,-0.30423809523809525,,,0,1,-6.3889999999999985,8.248,7
100,rsi14_cross50+btc_above_sma200,rsi14_cross50,btc_above_sma200,SOL,20,22,36.36363636363637,63.63636363636363,0.06754545454545455,,,1,1,1.486,6.317,5
101,rsi14_cross50+lowvol,rsi14_cross50,lowvol,SOL,37,39,33.33333333333333,66.66666666666666,-0.020923076923076902,-0.0735263157894737,-0.20965384615384616,1,3,-0.8159999999999992,10.622,7
102,roc10_zero+none,roc10_zero,none,SOL,78,87,36.7816091954023,60.91954022988506,0.12551724137931036,0.12551724137931042,0.00890909090909095,3,4,10.920000000000009,16.883,9
103,roc10_zero+above_sma200,roc10_zero,above_sma200,SOL,24,25,44.0,56.00000000000001,0.30496,,,1,1,7.624000000000002,5.051000000000001,5
104,roc10_zero+btc_above_sma200,roc10_zero,btc_above_sma200,SOL,26,29,37.93103448275862,62.06896551724138,0.11937931034482764,,,0,1,3.4620000000000015,8.290999999999999,6
105,roc10_zero+lowvol,roc10_zero,lowvol,SOL,46,51,43.13725490196079,56.86274509803921,0.27423529411764713,0.21839130434782614,0.09217142857142864,2,3,13.986000000000008,11.415,9
106,roc20_zero+none,roc20_zero,none,SOL,57,62,25.806451612903224,74.19354838709677,-0.24938709677419357,-0.24938709677419352,-0.46372093023255806,2,4,-15.46199999999999,29.84499999999999,17
107,roc20_zero+above_sma200,roc20_zero,above_sma200,SOL,20,23,21.73913043478261,78.26086956521739,-0.3687391304347825,,,0,1,-8.481,16.240000000000002,16
108,roc20_zero+btc_above_sma200,roc20_zero,btc_above_sma200,SOL,24,26,30.76923076923077,69.23076923076923,-0.09973076923076923,,,1,1,-2.5929999999999973,14.236,14
109,roc20_zero+lowvol,roc20_zero,lowvol,SOL,38,40,22.5,77.5,-0.34702500000000003,-0.39107894736842097,-0.7472727272727272,1,3,-13.880999999999995,23.579999999999995,16
110,roc60_zero+none,roc60_zero,none,SOL,33,35,34.285714285714285,65.71428571428571,0.0074285714285714285,,,1,2,0.2600000000000011,7.1659999999999995,7
111,roc60_zero+above_sma200,roc60_zero,above_sma200,SOL,13,13,30.76923076923077,69.23076923076923,-0.10099999999999996,,,0,0,-1.3129999999999995,5.189,5
112,roc60_zero+btc_above_sma200,roc60_zero,btc_above_sma200,SOL,11,11,27.27272727272727,72.72727272727273,-0.2085454545454545,,,0,0,-2.2939999999999996,4.178999999999999,4
113,roc60_zero+lowvol,roc60_zero,lowvol,SOL,26,28,28.57142857142857,71.42857142857143,-0.16471428571428579,,,0,1,-4.612,9.504999999999999,9
114,ttm_release+none,ttm_release,none,SOL,26,26,38.46153846153847,57.692307692307686,0.19242307692307692,,,0,0,5.003,5.206000000000001,4
115,ttm_release+above_sma200,ttm_release,above_sma200,SOL,10,10,20.0,70.0,-0.261,,,0,0,-2.6099999999999994,7.145,7
116,ttm_release+btc_above_sma200,ttm_release,btc_above_sma200,SOL,7,7,28.57142857142857,71.42857142857143,-0.17257142857142857,,,0,0,-1.208,3.0869999999999997,3
117,ttm_release+lowvol,ttm_release,lowvol,SOL,20,20,30.0,70.0,-0.12334999999999993,,,0,0,-2.4669999999999987,7.18,7
118,nr7+none,nr7,none,SOL,180,201,34.32835820895522,65.17412935323384,0.019671641791044813,0.019671641791044813,-0.06859999999999998,2,4,3.954000000000012,35.483,12
119,nr7+above_sma200,nr7,above_sma200,SOL,67,74,33.78378378378378,66.21621621621621,-0.003067567567567521,-0.0030675675675674997,-0.3125882352941176,2,3,-0.2269999999999972,17.740999999999996,12
120,nr7+btc_above_sma200,nr7,btc_above_sma200,SOL,61,66,25.757575757575758,74.24242424242425,-0.24731818181818177,,,1,2,-16.322999999999997,23.134999999999998,12
121,nr7+lowvol,nr7,lowvol,SOL,92,101,32.67326732673268,67.32673267326733,-0.039811881188118785,0.022576086956521718,-0.1446379310344828,2,3,-4.0209999999999955,20.822000000000003,10
122,nr4+none,nr4,none,SOL,296,339,34.80825958702065,63.716814159292035,0.04834218289085549,0.048342182890855505,-0.06707480314960626,2,4,16.387999999999938,37.435000000000045,14
123,nr4+above_sma200,nr4,above_sma200,SOL,102,115,34.78260869565217,63.47826086956522,0.043704347826087016,0.04370434782608705,-0.058903846153846064,2,3,5.026000000000002,18.226999999999997,10
124,nr4+btc_above_sma200,nr4,btc_above_sma200,SOL,93,102,27.450980392156865,70.58823529411765,-0.17742156862745098,,,1,2,-18.097,30.0,14
125,nr4+lowvol,nr4,lowvol,SOL,151,170,33.52941176470588,65.29411764705883,-0.0024411764705882144,-0.0024411764705882092,-0.08036666666666664,2,4,-0.41499999999999515,23.629000000000005,14
126,bbw_p10_expand+none,bbw_p10_expand,none,SOL,30,33,36.36363636363637,63.63636363636363,0.07100000000000002,,,0,1,2.3430000000000013,9.433,7
127,bbw_p10_expand+above_sma200,bbw_p10_expand,above_sma200,SOL,16,19,36.84210526315789,63.1578947368421,0.08484210526315793,,,0,0,1.612000000000001,5.215999999999999,4
128,bbw_p10_expand+btc_above_sma200,bbw_p10_expand,btc_above_sma200,SOL,16,19,36.84210526315789,63.1578947368421,0.08484210526315793,,,0,0,1.612000000000001,5.215999999999999,4
129,bbw_p10_expand+lowvol,bbw_p10_expand,lowvol,SOL,29,32,34.375,65.625,0.01112500000000003,,,0,1,0.35600000000000165,9.433,7
130,bbw_p20_expand+none,bbw_p20_expand,none,SOL,53,61,31.147540983606557,68.85245901639344,-0.08557377049180326,-0.08557377049180324,-0.3171764705882353,1,4,-5.219999999999991,20.836999999999996,12
131,bbw_p20_expand+above_sma200,bbw_p20_expand,above_sma200,SOL,29,37,27.027027027027028,72.97297297297297,-0.21137837837837836,,,0,2,-7.820999999999999,12.466000000000001,8
132,bbw_p20_expand+btc_above_sma200,bbw_p20_expand,btc_above_sma200,SOL,27,35,25.71428571428571,74.28571428571429,-0.25151428571428563,,,0,2,-8.803,13.448,8
133,bbw_p20_expand+lowvol,bbw_p20_expand,lowvol,SOL,47,56,28.57142857142857,71.42857142857143,-0.16441071428571424,-0.2885510204081632,-0.3214411764705882,0,3,-9.207,18.8,11
134,volbreak1+none,volbreak1,none,SOL,80,91,38.46153846153847,58.24175824175825,0.18453846153846157,0.1845384615384616,0.049126984126984165,3,4,16.793000000000003,13.328000000000003,7
135,volbreak1+above_sma200,volbreak1,above_sma200,SOL,34,40,42.5,55.00000000000001,0.2916000000000001,,,1,1,11.664,12.284000000000004,6
136,volbreak1+btc_above_sma200,volbreak1,btc_above_sma200,SOL,38,42,38.095238095238095,59.523809523809526,0.15697619047619052,,,1,2,6.5930000000000035,12.181000000000001,9
137,volbreak1+lowvol,volbreak1,lowvol,SOL,42,47,51.06382978723404,46.808510638297875,0.5422553191489362,0.551829268292683,0.09314999999999998,2,3,25.48600000000001,9.234999999999992,8
138,volbreak1.5+none,volbreak1.5,none,SOL,32,34,50.0,44.11764705882353,0.5710000000000001,,,2,2,19.41400000000001,4.035,5
139,volbreak1.5+above_sma200,volbreak1.5,above_sma200,SOL,14,15,73.33333333333333,26.666666666666668,1.1909333333333336,,,1,1,17.864000000000004,1.0120000000000005,1
140,volbreak1.5+btc_above_sma200,volbreak1.5,btc_above_sma200,SOL,16,16,62.5,37.5,0.8645,,,0,0,13.832000000000003,2.0220000000000002,2
141,volbreak1.5+lowvol,volbreak1.5,lowvol,SOL,17,18,66.66666666666666,33.33333333333333,0.9889444444444445,,,0,0,17.801000000000002,3.0519999999999996,3
142,wide_range_up+none,wide_range_up,none,SOL,17,17,52.94117647058824,41.17647058823529,0.6781764705882353,,,0,0,11.529000000000002,3.035,3
143,wide_range_up+above_sma200,wide_range_up,above_sma200,SOL,6,6,66.66666666666666,33.33333333333333,0.9891666666666667,,,0,0,5.9350000000000005,1.013,1
144,wide_range_up+btc_above_sma200,wide_range_up,btc_above_sma200,SOL,8,8,50.0,50.0,0.48787500000000006,,,0,0,3.9030000000000005,2.0220000000000002,2
145,wide_range_up+lowvol,wide_range_up,lowvol,SOL,8,8,62.5,37.5,0.8622500000000001,,,0,0,6.898000000000001,1.013,1
146,three_inside_up+none,three_inside_up,none,SOL,1,1,100.0,0.0,1.999,,,0,0,1.999,0.0,0
147,three_inside_up+above_sma200,three_inside_up,above_sma200,SOL,0,0,,,,,,0,0,,,0
148,three_inside_up+btc_above_sma200,three_inside_up,btc_above_sma200,SOL,0,0,,,,,,0,0,,,0
149,three_inside_up+lowvol,three_inside_up,lowvol,SOL,0,0,,,,,,0,0,,,0
150,vol_thrust+none,vol_thrust,none,SOL,80,89,40.44943820224719,59.55056179775281,0.20104494382022473,0.2010449438202248,0.09675342465753432,2,4,17.893000000000008,7.291999999999998,5
151,vol_thrust+above_sma200,vol_thrust,above_sma200,SOL,30,35,48.57142857142857,51.42857142857142,0.4448285714285715,0.4448285714285715,0.27233333333333337,3,3,15.569000000000003,6.136999999999999,6
152,vol_thrust+btc_above_sma200,vol_thrust,btc_above_sma200,SOL,31,37,43.24324324324324,56.75675675675676,0.28416216216216217,,,1,1,10.514,8.103,8
153,vol_thrust+lowvol,vol_thrust,lowvol,SOL,48,54,42.592592592592595,57.407407407407405,0.265,0.38751111111111114,0.28663333333333335,3,3,14.310000000000008,10.242999999999997,6
154,obv_break20+none,obv_break20,none,SOL,155,169,42.01183431952663,57.396449704142015,0.2527337278106509,0.2527337278106509,0.20387313432835824,4,4,42.71199999999998,12.084999999999994,7
155,obv_break20+above_sma200,obv_break20,above_sma200,SOL,66,71,35.2112676056338,63.38028169014085,0.05967605633802817,0.05967605633802813,-0.36904,1,3,4.237000000000007,13.405999999999997,8
156,obv_break20+btc_above_sma200,obv_break20,btc_above_sma200,SOL,58,62,37.096774193548384,61.29032258064516,0.11751612903225812,,,1,2,7.286000000000006,12.358999999999996,9
157,obv_break20+lowvol,obv_break20,lowvol,SOL,89,96,42.70833333333333,56.25,0.27871875,0.27871875000000007,0.12976785714285718,3,4,26.757000000000016,10.473999999999997,9
158,weekly_cross10w+none,weekly_cross10w,none,SOL,11,11,36.36363636363637,63.63636363636363,0.07663636363636367,,,0,0,0.8430000000000004,5.1,5
159,weekly_cross10w+above_sma200,weekly_cross10w,above_sma200,SOL,6,6,33.33333333333333,66.66666666666666,-0.01566666666666657,,,0,0,-0.09399999999999942,3.0679999999999996,3
160,weekly_cross10w+btc_above_sma200,weekly_cross10w,btc_above_sma200,SOL,5,5,20.0,80.0,-0.41720000000000007,,,0,0,-2.0860000000000003,3.0680000000000005,4
161,weekly_cross10w+lowvol,weekly_cross10w,lowvol,SOL,7,7,42.857142857142854,57.14285714285714,0.268,,,0,0,1.8760000000000001,4.09,4
