n_events,seed,BTC_net,BTC_ex,BTC_n,ETH_net,ETH_ex,ETH_n,SOL_net,SOL_ex,SOL_n
10,177,-0.43859999999999993,,10,-0.12850000000000003,,10,-0.1155,,10
10,178,0.15500000000000003,,10,-0.1386,,10,0.18119999999999997,,10
10,179,-0.4377,,10,-0.13389999999999996,,10,-0.236,,10
10,180,-0.7389999999999999,,10,-0.4309999999999999,,10,-0.11859999999999997,,10
10,181,-0.138,,10,0.1692,,10,0.19350000000000006,,10
10,182,-0.7337999999999999,,10,-0.7266,,10,-0.41509999999999997,,10
10,183,-0.13099999999999995,,10,-0.7268,,10,-0.4175999999999999,,10
10,184,-0.44589999999999996,,10,-0.4412,,10,-0.1323,,10
10,185,0.4678999999999999,,10,0.2413,,10,-0.13009999999999997,,10
10,186,0.47170000000000006,,10,0.17740000000000014,,10,0.9033,,10
10,187,-0.13699999999999998,,10,-0.1286,,10,-0.41689999999999994,,10
10,188,0.8738999999999999,,10,0.4676000000000001,,10,0.06280000000000005,,10
10,189,-0.1231999999999999,,10,-0.4170999999999999,,10,-0.11239999999999994,,10
10,190,-0.1264,,10,-0.42289999999999994,,10,-0.41500000000000004,,10
10,191,-0.12669999999999998,,10,-0.4236000000000001,,10,-0.4164999999999999,,10
